id,name,album,artists,main_artist,genres,year,release_date,popularity,explicit,record_label,playlists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms
4ibRGHSHOS6D08Im4bLaYD,Maye Ni Meriye,Maye Ni Meriye,Britto Khangchian,Britto Khangchian,"qawwali,ghazal",2020,2020-12-17,1,0,Songdew,Folklore,0.36,0.336,4,-7.763,1,0.0291,0.808,6.38e-05,0.223,0.216,92.597,4,265728
7fv2QI45A4gGhXhGh9m36Y,Pyar Hua Chupke Se,Sanam - Pyar Hua Chupke Se,Sanam;Trishala Gurung,Sanam,"hindi pop,desi pop",2021,2021-09-16,41,0,Saregama India Ltd,Samui,0.484,0.336,6,-9.275,1,0.0262,0.793,3.5e-05,0.118,0.295,173.848,4,260644
0VTkLctx2gKsZLKZluQIX8,Bole Naina,Bole Naina - Silences Speak,Deepak Pandit;Pratibha Singh Baghel;Gulzar;Zakir Hussain,Deepak Pandit,"ghazal,qawwali,sufi,bollywood,desi,hindi pop",2021,2021-02-13,0,0,Sufiscore,Folklore,0.566,0.378,0,-14.167,1,0.0589,0.879,0.00807,0.293,0.511,122.072,3,318052
3MtAHtJnXMsfLyJ5Sq2c2u,Ballad Of Krishna (feat. Sandeep Chowta & thommyknoles),Abhay Nayampally,Abhay Nayampally;Sandeep Chowta;thommyknoles,Abhay Nayampally,"indian indie,telugu pop,tollywood",2021,2021-06-10,0,0,Namma Music,Folklore,0.373,0.0902,0,-19.213,1,0.0348,0.985,0.91,0.127,0.209,67.798,3,363000
3uB2mkp8ovjiuJA734dbGe,Chalo Chalein,Dev,Ritviz;Seedhe Maut,Ritviz,"indian indie,hindi indie,hindi pop,desi hip hop,hindi hip hop,hardcore hip hop",2021,2021-07-09,45,0,Ritviz,Indie_Beats,0.461,0.5,1,-9.828,1,0.0614,0.00245,0.03,0.116,0.572,76.176,4,184370
1E16f7KcZmuXuhlenRwA2m,Saibo - Lofi Flip,Saibo (Lofi Flip),VIBIE;Sachin-Jigar;Shreya Ghoshal;Tochi Raina;Bollywood Lofi,VIBIE,"lo-fi,gujarati pop,bollywood,hindi pop,desi,gujarati garba,kannada pop,marathi pop,sufi",2021,2021-06-18,61,0,Sony Music Entertainment India Pvt. Ltd.,Indie_Beats,0.323,0.349,7,-12.524,1,0.0761,0.965,0.00548,0.116,0.2,180.203,4,146666
3CLSHJv5aUROAN2vfOyCOh,Close Eyes,Close Eyes,DVRST,DVRST,"phonk,drift phonk",2021,2021-05-25,72,1,DVRST,Phonk,0.784,0.572,0,-9.853,1,0.0573,0.0748,0.843,0.139,0.209,96.181,4,132346
3yMrcqveZ2DrWBYJbDsous,COWBELL WARRIOR!,COWBELL WARRIOR!,SXMPRA,SXMPRA,"phonk,drift phonk,trap metal",2021,2021-12-08,67,1,SXMPRA LIMITED / 10K Projects,Phonk,0.747,0.801,2,-5.826,1,0.334,0.0287,2.97e-05,0.441,0.707,167.077,4,149461
4R8VBRb5nKbEfi1EIA2B7p,KTMBK,Genesis 1:1,Zaeden;Hanita Bhambri,Zaeden,"indian indie,hindi indie",2021,2021-07-02,54,0,A to Zae,Indie_Beats,0.898,0.435,6,-8.834,1,0.0489,0.555,0.0,0.139,0.836,115.034,4,154434
5gQJZ484gEcVHD2OCuquik,Khaare Raste,Khaare Raste,Raghav Kaushik;Yashika Sikka,Raghav Kaushik,"indian indie,hindi indie,gujarati pop,gujarati garba",2021,2021-04-07,47,0,Raghav Kaushik,Indie_Beats,0.436,0.273,11,-10.587,1,0.0312,0.923,0.0064,0.145,0.28,139.896,4,246857
7v8wKvNQQIxkugCFFjrkaO,残響散歌,残響散歌,Aimer,Aimer,"anime,j-pop,j-rock",2021,2021-12-06,70,0,Sony Music Labels Inc.,YaNiMe,0.367,0.896,11,-4.002,1,0.091,0.000627,0.0,0.207,0.38,170.863,4,184898
3Cvffch2HPvomPpMYXWjvO,Lag Ja Gale Se Phir,Lata Surili Phuljhadi,Lata Mangeshkar,Lata Mangeshkar,"ghazal,bollywood,hindi pop,bhajan,marathi pop",2021,2021-10-26,67,0,Saregama India Ltd,Old_Melodies,0.312,0.452,8,-11.872,1,0.0391,0.796,0.000874,0.286,0.391,132.485,3,257613
2e1gUS6Wv8GS8ZT6FMeE1J,ただ声一つ,ただ声一つ,Rokudenashi,Rokudenashi,"j-pop,anime",2021,2021-12-22,73,0,Rokudenashi,YaNiMe,0.707,0.5,1,-5.78,1,0.0296,0.895,4e-05,0.234,0.583,129.97,4,161561
3LR769KBhvZzdP4D2oDXEe,Watashi de Aritai,Watashi de Aritai,Momoka Kisaki,Momoka Kisaki,,2021,2021-10-02,40,0,Music Star,YaNiMe,0.643,0.46,10,-4.502,1,0.0347,0.227,0.0,0.0916,0.679,150.045,4,156400
4161xaeGpZ12moAzWyTjXR,三時のキス,三時のキス,Rokudenashi,Rokudenashi,"j-pop,anime",2021,2021-06-28,59,0,Rokudenashi,YaNiMe,0.452,0.52,5,-3.941,1,0.0353,0.00593,1.63e-06,0.183,0.45,183.782,4,280906
4MwVirVMyerMiHkFomOZay,嘘月,創作,Yorushika,Yorushika,"j-pop,j-rock,anime,japanese indie",2021,2021-01-26,63,0,Universal Music LLC,YaNiMe,0.707,0.292,2,-9.767,1,0.0309,0.724,0.00235,0.235,0.637,80.016,4,290466
7h5jBU18CqXNhDUKRr6y7h,Ae Re Sakhi,Ae Re Sakhi,Namita Choudhary,Namita Choudhary,"indian indie,sufi,hindi indie,ghazal",2021,2021-02-08,44,0,Pehchan Music,Folklore,0.591,0.301,2,-10.946,1,0.0477,0.911,0.0,0.0947,0.29,146.02,4,222123
733RnlYLskyvWMhhzs70sy,TOKYO DRIFT,TOKYO DRIFT,PRXSXNT FXTURE,PRXSXNT FXTURE,"phonk,drift phonk",2021,2021-09-24,54,1,PRXSXNT FXTURE,Phonk,0.718,0.87,2,-6.227,1,0.0447,0.000178,0.234,0.0869,0.129,118.937,4,124033
2ksyzVfU0WJoBpu8otr4pz,METAMORPHOSIS,METAMORPHOSIS,INTERWORLD,INTERWORLD,"phonk,drift phonk,brazilian phonk",2021,2021-11-25,78,1,INTERWORLD,Phonk,0.593,0.641,7,-12.727,0,0.0992,0.426,0.901,0.122,0.147,175.014,4,142839
5uEYRdEIh9Bo4fpjDd4Na9,Goosebumps - Remix,Goosebumps (Remix),Travis Scott;HVME,Travis Scott,"rap,slap house",2021,2021-01-15,76,1,Cactus Jack/Epic,Phonk,0.841,0.593,1,-7.846,1,0.0379,0.418,0.0,0.124,0.808,124.917,4,162802
34lfu3S4fIcKZRNXzbdbo7,Live Another Day,Phonkageddon,Kordhell,Kordhell,"phonk,drift phonk",2021,2021-08-27,67,1,Kordhell,Phonk,0.822,0.981,9,-1.321,1,0.109,0.000593,0.748,0.0938,0.404,115.005,4,133565
1yX6sh2TkrT5hsXodo7aS6,Astronaut In The Ocean - Alok Remix,Astronaut In The Ocean (Alok Remix),Masked Wolf;Alok,Masked Wolf,"brazilian bass,electronic,slap house,electro house",2021,2021-04-30,68,1,Elektra (NEK),Phonk,0.53,0.82,4,-4.936,0,0.0438,0.154,2.71e-06,0.14,0.355,171.933,4,128372
5OCcBkbhIsDgKiSZwwhMl6,Royalty - Wiguez & Alltair Remix,Royalty (Wiguez & Alltair Remix),Egzod;Maestro Chives;Wiguez;Alltair,Egzod,"drum and bass,future bass,melodic bass",2021,2021-07-29,56,0,NCS,Phonk,0.286,0.898,5,-3.191,0,0.0769,0.0994,0.00218,0.0324,0.318,172.078,4,212859
1XmoGNf6OVs6N251UejkbN,KTMBK,KTMBK,Zaeden;Hanita Bhambri,Zaeden,"indian indie,hindi indie",2021,2021-03-12,46,0,A to Zae,Indie_Beats,0.898,0.435,6,-8.834,1,0.0489,0.555,0.0,0.139,0.836,115.034,4,154434
5YVHAfMNjVPbRg6ZPsOcQw,Tumhare Aane Se,Tumhare Aane Se,Ashu Shukla,Ashu Shukla,"hindi indie,indian indie",2021,2021-07-03,46,0,2021 Ashu Shukla,Indie_Beats,0.472,0.295,3,-10.368,1,0.0321,0.355,2.6e-05,0.0911,0.853,107.983,4,208888
1uK4zAdMcBRyinAOArUA5X,odoriko,odoriko,Vaundy,Vaundy,"j-pop,japanese indie,anime,j-rock",2021,2021-11-17,52,0,SDR Inc.,YaNiMe,0.718,0.476,7,-11.469,1,0.0623,0.853,0.786,0.105,0.684,157.034,4,230109
3fwyItGexa88kR8j76dIqv,Aziyat 2.0 - Reprise Version,Aziyat 2.0 (Reprise Version),Pratsofficial,Pratsofficial,"indian indie,hindi indie",2021,2021-01-16,7,0,Prats,Indie_Beats,0.445,0.28,10,-12.668,1,0.0275,0.819,1.29e-05,0.111,0.299,104.743,4,194285
0s76ExpXyMGVBlKLUr683e,Faasle,Faasle,Aditya Rikhari,Aditya Rikhari,"hindi indie,indian indie,desi pop,hindi pop",2021,2021-07-31,69,0,CollabX Productions,Indie_Beats,0.645,0.324,1,-13.621,0,0.0545,0.754,0.000727,0.103,0.493,162.037,3,221988
617AQXp7dNlAQnJPPQNyUV,Justaju: The Essence of Love,Justaju: The Essence of Love,Raahein Gharana,Raahein Gharana,,2021,2021-11-05,0,0,Raahein,Folklore,0.698,0.52,6,-10.566,1,0.0459,0.641,0.888,0.147,0.386,105.011,4,302704
520NVZmA0cXVRrUUg0hOsc,Katputli Ke Dhaage,Katputli Ke Dhaage,Himonshu Parikh;Anumita Nadesan,Himonshu Parikh,"indian indie,hindi indie",2021,2021-12-10,54,0,Warner Music India,Indie_Beats,0.528,0.457,2,-9.944,1,0.037,0.838,0.0354,0.158,0.248,85.042,4,173764
6pvpFQ2jaI6oXAswo3GSUW,Dariya,Dariya,Vismay Patel,Vismay Patel,"hindi indie,indian indie",2021,2021-09-04,0,0,Vismay Patel,Indie_Beats,0.62,0.222,4,-15.676,1,0.0353,0.905,0.000809,0.134,0.339,89.94,4,216107
0YLSjVxSb5FT1Bo8Tnxr8j,Baaraat,Baaraat,Ritviz;Nucleya,Ritviz,"indian indie,hindi indie,hindi pop,hindi hip hop,desi hip hop",2021,2021-09-25,53,0,Ritviz & Nucleya,Indie_Beats,0.678,0.449,4,-9.379,0,0.0869,0.477,0.0,0.536,0.606,100.033,4,222096
1ZGLauVoD74BU8y8O5btcO,Zakir,Hindi Gaane,NAALAYAK,NAALAYAK,"indian indie,hindi indie",2021,2021-10-29,54,0,Sahil Samuel,Indie_Beats,0.613,0.508,7,-8.489,1,0.0343,0.275,8.28e-06,0.0809,0.327,144.106,4,221666
5uSh9y1mJ3oIZJv0VitrOX,Mohan Bin Radha,Mohan Bin Radha,Priyani Vani Panditt,Priyani Vani Panditt,,2021,2021-04-11,23,0,Songdew,Folklore,0.537,0.619,0,-7.68,1,0.0445,0.705,0.000399,0.129,0.187,95.042,4,199658
1TkyDEdjiUuYhoMkxdZCiO,Tere Hi Hum,Tere Hi Hum,Prateek Kuhad,Prateek Kuhad,"indian indie,hindi indie",2021,2021-06-11,53,0,Elektra (NEK),Indie_Beats,0.738,0.305,0,-9.667,1,0.0286,0.851,1.74e-05,0.15,0.489,116.07,1,177026
5tyReDTH3MpN7J5pk2LuGx,Thandi Hawa,Dev,Ritviz,Ritviz,"indian indie,hindi indie,hindi pop",2021,2021-07-09,45,0,Ritviz,Indie_Beats,0.619,0.558,1,-12.15,0,0.177,0.0558,0.00935,0.16,0.514,195.004,4,203076
6E6BCsQHXDAdXsrL7zV71N,Roz Roz,Roz Roz,The Yellow Diary;Shilpa Rao,The Yellow Diary,"indian indie,hindi indie,bollywood,hindi pop,desi",2021,2021-02-04,54,0,Sony Music Entertainment India Pvt. Ltd.,Indie_Beats,0.653,0.446,0,-7.867,1,0.0351,0.546,4.52e-05,0.109,0.472,100.018,4,218550
1HGtTmgl1sEycuS9lJviWQ,dooriyan,Genesis 1:1,Zaeden,Zaeden,"indian indie,hindi indie",2021,2021-07-02,47,0,A to Zae,Liked_Songs,0.735,0.593,11,-7.473,1,0.0885,0.731,0.178,0.135,0.475,160.07,4,161624
4WZE6JnKn3jacgnaJOTF9T,Chanakya,Chanakya,Rishab Rikhiram Sharma,Rishab Rikhiram Sharma,"bhajan,devotional",2021,2021-08-15,62,0,Des Records,Folklore,0.651,0.64,2,-11.007,0,0.0339,0.658,0.114,0.11,0.322,139.987,4,163071
6GFtWQYco30oKpMr5xJwy2,"Soul of Doctor (Theme) [From ""Doctor""]","Soul of Doctor (Theme) [From ""Doctor""]",Anirudh Ravichander;Niranjana Ramanan,Anirudh Ravichander,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,devotional",2021,2021-09-28,54,0,Sony Music Entertainment India Pvt. Ltd.,Liked_Songs,0.473,0.837,9,-7.101,1,0.0336,0.0968,0.912,0.297,0.212,97.261,4,63711
7pAmLruxseJalaRm1DqRkX,Mon Chaai,Mon Chaai,Zubaan Music;Soham Pal;Kavish Seth,Zubaan Music,"marathi pop,hindi indie,indian indie",2021,2021-12-16,5,0,Songdew,Folklore,0.664,0.339,2,-15.483,1,0.0613,0.751,7.82e-06,0.0713,0.633,150.006,4,307500
2pvslHf4vcFm5PVW6wtMwo,The Awakening,The Awakening,Ricky Kej;Charanraj MR,Ricky Kej,"kannada pop,sandalwood",2021,2021-01-18,23,0,Raveolution Studios,Folklore,0.487,0.773,5,-8.194,1,0.0441,0.0516,0.062,0.233,0.565,169.981,4,141459
49EbGl3cUQ8su57NDArCMo,Maya,Maya,Ashutosh KC,Ashutosh KC,,2021,2021-05-28,54,0,Ashutosh KC,Liked_Songs,0.187,0.465,5,-7.269,1,0.0298,0.397,0.00934,0.0897,0.396,76.911,4,282531
3kr9aCF7kvZLVCkdufvWxb,Kaun Bataye?,Kaun Bataye?,Dastaan LIVE,Dastaan LIVE,indian indie,2021,2021-07-31,0,0,Dastaan Live,Folklore,0.551,0.715,2,-11.495,1,0.0644,0.00163,0.0,0.0872,0.449,109.997,4,241000
2NgXNCccXyW9xIVfKVonl4,Jiya Kaanch Ka,Jiya Kaanch Ka,Aman Moroney;Prateeksha Srivastava,Aman Moroney,"indian indie,hindi indie,bhajan,devotional",2021,2021-08-02,23,0,Springboard Records,Folklore,0.836,0.718,8,-4.499,0,0.0428,0.123,0.0,0.2,0.889,111.037,4,160270
3wtUeVGw8hOlJCVRxtjtZY,Jiyara,Jiyara,Gautam Kale,Gautam Kale,"indian indie,hindi indie",2021,2021-06-05,21,0,Orange Sky Entmt,Folklore,0.382,0.594,1,-8.402,1,0.0528,0.549,1.81e-06,0.107,0.521,160.251,4,156750
2eiHjTrEeorwXODRA24Nq2,Deejal Gaadi,Deejal Gaadi,KS Abhishek;Naani;Sukanya Chattopadhyay,KS Abhishek,"indian indie,hindi indie,bangla pop",2021,2021-05-07,0,0,"KS Abhishek, under exclusive licence to CollabStories.",Folklore,0.845,0.311,11,-11.685,1,0.27,0.646,8.6e-06,0.662,0.847,92.012,4,130434
52rLNET3fwRHTkcl5g2clr,Peele Amiras - Sabr,Peele Amiras (Sabr),Kabir Cafe;Shekhar Ravjiani,Kabir Cafe,"bhajan,sufi,indian indie,hindi indie,devotional,bollywood,hindi pop,desi",2021,2021-11-10,24,0,Songdew,Folklore,0.742,0.693,7,-6.851,1,0.121,0.535,0.0,0.106,0.422,85.96,4,315869
0Yu3YJCrxA8htVYv4r9e19,Banna Re,Banna Re,Project 91;Bramha;Mitika Kanwar,Project 91,"indian indie,hindi indie",2021,2021-01-22,0,0,Project 91,Folklore,0.71,0.582,2,-7.994,1,0.0543,0.0238,0.00035,0.0766,0.443,99.998,4,213600
0dCLAMcc21PbiTHyPSJEK2,Future Mehfil,Future Mehfil,BlueNucleus;Jasu Khan,BlueNucleus,,2021,2021-09-21,0,0,Sony Music Entertainment India Pvt. Ltd.,Folklore,0.49,0.591,1,-11.731,1,0.0359,0.0021,0.255,0.148,0.23,145.035,4,214500
6dMX9Ky6PCqtNZ6uSarXqU,Kasiyoli,Kasiyoli,Anurag Saikia;Vivek Hariharan;Jutimala,Anurag Saikia,"bollywood,hindi indie,ghazal",2021,2021-11-08,12,0,Merchant Records,Folklore,0.483,0.69,4,-7.081,0,0.0494,0.227,0.00143,0.0956,0.322,130.006,5,226708
1tvizrWcsYHL1vkua3Uxec,Majhi,Majhi,Amarabha Banerjee,Amarabha Banerjee,"sufi,hindi pop",2021,2021-11-10,3,0,Independent,Folklore,0.54,0.526,2,-7.574,1,0.0342,0.781,1.7e-05,0.134,0.327,139.977,3,315887
5Tdp1xw2qDoG14cF0DLEL0,Runak Jhunak,Runak Jhunak,Kanika,Kanika,"hindi indie,indian indie",2021,2021-10-22,31,0,Warner Music India,Folklore,0.465,0.497,0,-6.724,1,0.0486,0.378,0.0,0.122,0.365,130.532,5,190539
1yBbcWXOsl2tCcNg2prkEh,Mehndi Te Vavi,Mehndi Te Vavi,Lost Stories;Jonita Gandhi,Lost Stories,"indian indie,hindi indie,bollywood,tamil pop,kollywood,hindi pop,desi",2021,2021-09-03,32,0,Velvet Vibes Music,Folklore,0.57,0.384,0,-10.093,1,0.0335,0.485,0.000164,0.116,0.328,158.854,3,149433
7sCtnlyuxm07ISQg5ErK0Z,Ki Jaana,Ki Jaana,Kanishk Seth;Kavita Seth,Kanishk Seth,"indian indie,hindi indie,bollywood,hindi pop,ghazal,desi,sufi",2021,2021-07-02,15,0,Kanishk Seth,Folklore,0.598,0.649,2,-9.036,1,0.0284,0.421,0.00169,0.13,0.393,130.009,4,277546
4sVsPVWeoALxXeJ8rof2bN,Pagdandi,Pagdandi,Nyasa;Gaurav Chati,Nyasa,"indian indie,hindi indie,folk,marathi pop,bhajan,devotional",2021,2021-10-25,9,0,Springboard Records,Folklore,0.78,0.697,9,-5.831,1,0.0542,0.756,7.12e-06,0.102,0.59,112.023,4,190714
1upV3GcdtYBdoDwOzUjo60,Ranjhana,Ranjhana,Akanksha Bhandari;Sez on the Beat,Akanksha Bhandari,"indian indie,hindi indie,bhajan,devotional,desi hip hop,hindi hip hop",2021,2021-07-02,0,0,Velvet Vibes Music,Folklore,0.615,0.379,11,-9.975,1,0.0408,0.176,0.00039,0.083,0.143,80.046,4,157609
1xMfoLDuxnwPBGR0uVrRpc,Chhaap Tilak,Chhaap Tilak,Shreyas Puranik;Rahul Vaidya;Palak Muchhal;Saaveri Verma,Shreyas Puranik,"sufi,hindi pop,bollywood,marathi pop,gujarati garba,bhajan,devotional",2021,2021-05-20,32,0,Shreyas Puranik,Folklore,0.377,0.65,6,-10.622,1,0.0829,0.079,0.0,0.143,0.301,92.997,4,331089
0HnbfIzOu6eLF8Kb1mT9Wl,Laaree Chootee,Laaree Chootee,WORMONO;Tejas R.H,WORMONO,lo-fi,2021,2021-02-19,52,0,WORMONO,Indie_Beats,0.303,0.349,11,-15.52,1,0.208,0.758,0.000169,0.363,0.337,180.246,4,130718
3s9rEFXPoyU2yHCppvRE8y,Chand Si Mehbooba Ho Meri,Mukesh Ki Barfi,Mukesh,Mukesh,"ghazal,tamil dance",2021,2021-10-26,47,0,Saregama India Ltd,Old_Melodies,0.496,0.334,5,-13.576,1,0.0473,0.723,0.0,0.306,0.686,88.139,3,237426
0fzVqKKvn5P6MU3kNYsqgM,Haalyo Jaa (Secret Sessions X Collab Stories),Haalyo Jaa (Secret Sessions X Collab Stories),Kushal Chokshi;Jaysinh Gadhvi;Kavi Shree Ghanshyam Gadhvi;Bhargav Purohit;Raju Bhaai;Sagar Patel,Kushal Chokshi,"gujarati garba,gujarati pop,hindi indie,indian indie,bhajan",2021,2021-02-01,0,0,CollabStories,Folklore,0.742,0.934,7,-6.668,1,0.198,0.172,0.00521,0.363,0.438,129.886,4,175929
1GEEOSTBIu59wbPWWwi0yN,Mere Samnewali Khidki Mein,Sanam - Mere Samnewali Khidki Mein,Sanam;R. D. Burman,Sanam,"hindi pop,desi pop,ghazal,bollywood",2021,2021-01-06,48,0,Saregama India Ltd,Samui,0.853,0.573,7,-5.908,1,0.0341,0.347,0.0,0.102,0.852,139.978,4,180428
3MQCWVCuzdoP9M6aeXtRT6,Paani,Paani,Rohan Kamath,Rohan Kamath,"hindi indie,indian indie",2021,2021-02-28,25,0,Rohan Kamath,Indie_Beats,0.6,0.408,3,-9.873,1,0.0248,0.838,0.0,0.107,0.265,84.984,4,193764
2ygS9eInDfG5prFbeeiEYC,Sha- Dobara,Sha- Dobara,Shashwat Sachdev;Shreya Jain,Shashwat Sachdev,"bollywood,hindi pop,desi pop,indian indie,hindi indie",2021,2021-06-10,35,0,Malsons,Indie_Beats,0.739,0.378,10,-10.378,0,0.0392,0.737,0.00488,0.184,0.475,85.021,4,192540
6J5ymVSQlrmZ2Y48GYLaoK,Kaari,Kaari,Adarsh Rao,Adarsh Rao,"indian indie,hindi indie",2021,2021-01-20,38,0,Keys and Blacks Music,Indie_Beats,0.725,0.462,3,-11.786,1,0.0413,0.231,0.019,0.0775,0.704,107.986,4,157777
44e6LWMz011gq6QU45nw2P,Yeh Shaam,Yeh Shaam,Shubham Kabra,Shubham Kabra,"hindi indie,indian indie",2021,2021-03-25,0,0,Shubham Kabra,Indie_Beats,0.304,0.41,7,-12.633,1,0.0357,0.632,0.0,0.148,0.324,88.123,4,234772
1nxz6kRPxz7cpz3O44at3o,Raat Kali Ek Khwab Mein Aai,Sanam - Raat Kali Ek Khwab Mein Aai,Sanam,Sanam,"hindi pop,desi pop",2021,2021-07-14,39,0,Saregama India Ltd,Samui,0.417,0.46,0,-8.978,1,0.0406,0.525,0.0,0.439,0.597,99.202,4,191572
3iQoSkglNwPGfsY9SR5Qan,Ek Pyar Ka Naghma Hai - Lofi,Sleep Lofi Hits,Sachin Gupta;Sanam,Sachin Gupta,"bollywood,hindi pop,desi pop",2022,2022-09-15,43,0,Saregama India Ltd,Samui,0.596,0.264,5,-10.259,1,0.0262,0.683,0.414,0.127,0.322,84.993,4,287007
4zDiOF1rOEjx9rG7yboF0v,Mere Mehboob Qayamat Hogi - Lofi,Sleep Lofi Hits,Sachin Gupta;Sanam,Sachin Gupta,"bollywood,hindi pop,desi pop",2022,2022-09-15,41,0,Saregama India Ltd,Samui,0.611,0.487,11,-8.794,0,0.0269,0.592,1.43e-06,0.0969,0.39,105.938,4,194911
16e0MViSuZfCOYssAAgJIU,Likhe Jo Khat Tujhe - Lofi,Sleep Lofi Hits,Sachin Gupta;Sanam,Sachin Gupta,"bollywood,hindi pop,desi pop",2022,2022-09-15,46,0,Saregama India Ltd,Samui,0.765,0.469,5,-6.449,0,0.0274,0.362,0.0,0.122,0.375,99.981,4,155206
2eLXIZBgZxCK0cNbP4HYzM,Tujhse Naraz Nahin Zindagi - Lofi,Sleep Lofi Hits,Sachin Gupta;Sanam,Sachin Gupta,"bollywood,hindi pop,desi pop",2022,2022-09-15,44,0,Saregama India Ltd,Samui,0.693,0.34,8,-11.994,1,0.0259,0.783,0.0777,0.133,0.356,102.0,4,213008
4kvbqzcnqRbk6gu9wyOMpn,Yeh Raaten Yeh Mausam - Lofi,Sleep Lofi Hits,Sachin Gupta;Sanam,Sachin Gupta,"bollywood,hindi pop,desi pop",2022,2022-09-15,48,0,Saregama India Ltd,Samui,0.67,0.456,5,-8.678,0,0.0399,0.609,8.47e-06,0.163,0.668,151.161,3,188004
19AA9Gq1wLBTomp3RXVIdJ,Lag Ja Gale Se Phir - Lofi,Sleep Lofi Hits,Sachin Gupta;Sanam,Sachin Gupta,"bollywood,hindi pop,desi pop",2022,2022-09-15,46,0,Saregama India Ltd,Samui,0.316,0.271,8,-13.811,1,0.0344,0.769,6.18e-05,0.0944,0.29,106.405,5,193009
3hzW18wly561AECe67CDG7,Parwaah,Parwaah,Vishal R.Tandon,Vishal R.Tandon,"hindi indie,indian indie",2022,2022-07-23,6,0,2612417 Records DK,Indie_Beats,0.713,0.36,8,-9.416,1,0.033,0.705,0.0,0.226,0.399,119.996,4,220401
7dNQpEI1bOetj5XZqpKU5M,Le Chal,Le Chal,Himonshu Parikh,Himonshu Parikh,"indian indie,hindi indie",2022,2022-07-07,45,0,Warner Music India,Indie_Beats,0.683,0.459,0,-12.571,1,0.0257,0.756,0.0854,0.0823,0.193,113.999,4,196602
4trQhzRfEN0z5htXvjc5zA,Tu Chodiyon Na,Tu Chodiyon Na,Ronit Vinta,Ronit Vinta,"indian indie,hindi indie",2022,2022-09-01,52,0,Sony Music / Big Bang Records Pvt. Ltd.,Indie_Beats,0.335,0.352,4,-13.189,1,0.0413,0.642,0.00837,0.133,0.186,110.822,4,212922
4roFMBSQp7W4fYVxKMmhA5,Junoon,Junoon,Mitraz,Mitraz,"indian indie,hindi indie,desi pop,desi,hindi pop",2022,2022-01-30,60,0,Loop Beats Records Pvt. Ltd.,Indie_Beats,0.607,0.593,4,-7.982,0,0.0378,0.2,0.0,0.0833,0.211,107.988,4,191111
2l3dFxtoSMgMQVyRIUHjpz,Akhiyaan,Akhiyaan,Mitraz,Mitraz,"indian indie,hindi indie,desi pop,desi,hindi pop",2022,2022-09-04,65,0,Mitraz Records,Indie_Beats,0.724,0.618,2,-9.007,1,0.0534,0.0533,0.704,0.0886,0.0683,100.021,4,191868
6NWgIuDeOr1Xeb4MZ1Bl6L,Saajanwa,Saajanwa,Aanchal Tyagi,Aanchal Tyagi,"indian indie,hindi indie,hindi hip hop",2022,2022-11-23,42,0,Universal Music India Pvt Ltd.,Indie_Beats,0.775,0.527,2,-6.342,0,0.0356,0.44,3.54e-06,0.114,0.615,104.964,4,162285
6rwdhQQCa85NfHxrx9fjjk,Lavender,Lavender,Azooz;SangeetKir;PINNOCIO,Azooz,"desi hip hop,hindi hip hop,hindi indie,indian indie,haryanvi pop",2022,2022-06-05,40,0,SangeetKir,Indie_Beats,0.677,0.588,10,-11.611,0,0.0693,0.264,0.0,0.135,0.425,139.934,4,180000
0PGU5mcLncBYE8yuVpSwqA,Bye,Bye,Aditya Bhardwaj,Aditya Bhardwaj,"indian indie,hindi indie,desi pop",2022,2022-12-02,68,0,Warner Music India,Indie_Beats,0.571,0.814,6,-7.515,1,0.121,0.0433,8.73e-05,0.0762,0.461,168.064,4,174285
7fY8qVujvm5lZBrt5Y1sIJ,Khayaal,Khayaal,Arijit Anand;Ankita Barwad,Arijit Anand,"indian indie,hindi indie",2022,2022-02-11,44,0,2022 Arijit Anand,Indie_Beats,0.702,0.326,1,-11.575,1,0.0313,0.731,0.000287,0.146,0.556,110.022,4,149749
5XseQZ9TGr06Rv1Ye6wCu0,Dhundhala,Dhundhala,Yashraj;Dropped Out;Talwiinder,Yashraj,"desi hip hop,hindi hip hop,indian indie,hindi indie,punjabi hip hop,punjabi pop,desi",2022,2022-02-18,71,0,Universal Music India Pvt. Ltd. (on behalf of Yashraj),Indie_Beats,0.641,0.449,5,-9.568,0,0.162,0.133,6.39e-05,0.139,0.491,99.899,4,182400
1ZiReD9pPTttQWwSoYqdyH,Aankhon Se Batana,Aankhon Se Batana,Dikshant,Dikshant,"indian indie,hindi indie",2022,2022-04-12,72,0,Sony Music Entertainment India Pvt. Ltd.,Indie_Beats,0.544,0.307,10,-11.361,1,0.0334,0.791,0.0,0.11,0.335,177.808,4,221271
2AB7fsbG0eZJjDGile69CQ,Mera Safar,Mera Safar,Iqlipse Nova,Iqlipse Nova,"indian indie,hindi indie",2022,2022-09-01,60,0,Sony Music Entertainment India Pvt. Ltd.,Indie_Beats,0.775,0.536,1,-9.011,1,0.0741,0.25,0.0,0.0708,0.423,91.001,4,190549
