id,name,album,artists,main_artist,genres,year,release_date,popularity,explicit,record_label,playlists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms
0EqczV3o6fwksegAavIHpX,LOVELY BASTARDS,LOVELY BASTARDS,ZWE1HVNDXR;yatashigang,ZWE1HVNDXR,"phonk,brazilian phonk,drift phonk",2023,2023-08-25,68,1,ZWE1HVNDXR,Phonk,0.613,0.81,1,-6.16,1,0.488,0.832,0.899,0.137,0.686,150.251,4,116104
2U6mFmBDjaAu6oCCDRpRet,斜陽,斜陽,Yorushika,Yorushika,"j-pop,j-rock,anime,japanese indie",2023,2023-05-08,67,0,Universal Music LLC,The_Dangers_In_My_Heart,0.786,0.45,5,-6.182,1,0.0453,0.0325,0.0,0.226,0.88,123.995,4,200186
3qujwlukYDnnW8YMhDuUMf,数センチメンタル,数センチメンタル,こはならむ,こはならむ,"anime,j-pop",2023,2023-04-10,43,0,avex trax,The_Dangers_In_My_Heart,0.694,0.664,11,-2.759,1,0.0323,0.349,0.0,0.204,0.64,117.999,4,186683
6hI3PnULFXwkOQSHLHNfOO,Where You Are - Zedd Remix,Where You Are (Zedd Remix),John Summit;HAYLA;Zedd,John Summit,"house,tech house,edm",2023,2023-07-28,59,0,Experts Only/Darkroom Records,Phonk,0.547,0.616,9,-6.451,0,0.043,0.0396,0.000144,0.13,0.0661,129.979,4,184649
3VpxEo6vMpi4rQ6t2WVVkK,Escape (feat. Hayla),Kx5,Kx5;deadmau5;Kaskade;HAYLA,Kx5,"melodic house,edm,progressive house,dubstep",2023,2023-03-17,70,0,mau5trap Recordings Limited / Arkade / Epicwin Ltd.,Phonk,0.659,0.798,9,-6.933,0,0.0749,0.175,0.000379,0.708,0.15,126.064,4,240445
0HJjUJtA8apuyM7rRuWQ7E,9mm,9mm,Memphis Cult;Groove Dealers;SPLYXER,Memphis Cult,"phonk,drift phonk",2023,2023-02-23,71,1,Memphis Cult,Phonk,0.737,0.915,0,-2.749,1,0.0412,0.00322,2.58e-05,0.084,0.304,154.964,4,86709
59alvnjzlbX6LaHhXGDZYv,Khwab,Khwab,Iqlipse Nova;Aditya A,Iqlipse Nova,"indian indie,hindi indie,hindi pop",2023,2023-03-02,65,0,Sony Music Entertainment India Pvt. Ltd.,Indie_Beats,0.697,0.315,10,-10.168,1,0.0503,0.932,0.0,0.392,0.659,113.695,4,158910
7vOmSP2647oNUGGEhWd1cr,Montagem Mysterious Game,Montagem Mysterious Game,LXNGVX,LXNGVX,"phonk,brazilian phonk",2023,2023-12-01,70,0,LANGA,Phonk,0.537,0.64,1,-10.441,1,0.104,0.146,0.878,0.157,0.222,130.051,4,103495
3SyDOTuzoU0QFCznjgrSFe,MONTAGEM - PR FUNK,MONTAGEM - PR FUNK,S3BZS;Mc Gw;Mc Menor Do Alvorada,S3BZS,"phonk,brazilian phonk,brazilian funk,funk carioca,funk bruxaria,brega funk",2023,2023-05-01,64,1,S3BZS,Phonk,0.878,0.804,9,-3.197,1,0.0499,0.749,0.0487,0.087,0.83,130.027,4,61673
5MQLDkiEagOTLKpfa59a06,Jadoo,Jadoo,Akshath,Akshath,"indian indie,hindi indie,hindi pop",2023,2023-03-09,51,0,Sony Music / Big Bang Records Pvt. Ltd.,Indie_Beats,0.614,0.468,9,-7.147,1,0.0275,0.732,3.81e-05,0.336,0.4,114.07,4,190601
5sHtSBMrHITVhXAGTAee1J,Nadiyon Sa,Nadiyon Sa,Mitraz,Mitraz,"indian indie,hindi indie,desi pop,desi,hindi pop",2023,2023-05-13,55,0,Mitraz Records,Indie_Beats,0.689,0.479,0,-7.935,0,0.0446,0.356,0.00531,0.119,0.598,98.992,4,160000
2JIzOc3HHo4MhiyZzhpBUV,Automotivo Bibi Fogosa,Automotivo Bibi Fogosa,Bibi Babydoll;Dj Brunin XM;KZA Produções,Bibi Babydoll,"phonk,brazilian phonk",2023,2023-11-10,74,1,WM Brazil,Phonk,0.721,0.848,9,-3.371,1,0.0266,0.26,2.11e-06,0.097,0.774,135.048,4,129799
7ofq7AcSmMCB2fKpj1iDoo,Tum Jaise Ho,Tum Jaise Ho,Utsavi Jha,Utsavi Jha,"indian indie,hindi indie",2023,2023-09-22,26,0,Universal Music India Pvt Ltd.,Indie_Beats,0.451,0.334,1,-10.754,1,0.0318,0.925,0.00011,0.104,0.455,159.714,3,250124
0aoN9BQostK81IFddJn8Ej,Chidiya,Chidiya,Vilen,Vilen,"hindi indie,desi pop",2023,2023-04-14,67,0,Universal Music India Pvt Ltd.,Indie_Beats,0.483,0.494,6,-8.56,1,0.0326,0.715,0.0,0.109,0.414,179.976,4,253333
38CMq8hlI8zIzGbENBBG1P,Tu Aazma,Tu Aazma,Garvit - Priyansh;JUNO;Priyansh Srivastava;Garvit Soni,Garvit - Priyansh,"indian indie,hindi indie",2023,2023-09-10,37,0,Garvit - Priyansh,Indie_Beats,0.367,0.246,1,-12.589,1,0.0427,0.906,0.0,0.122,0.336,173.406,3,198688
3euf8ftyX9tjpqXJgF5NlM,Mann,Mann,The Yellow Diary,The Yellow Diary,"indian indie,hindi indie",2023,2023-08-30,50,0,Sony Music India / Brown,Indie_Beats,0.715,0.43,6,-12.266,1,0.0467,0.879,0.025,0.0937,0.699,86.984,4,191015
6eqPTXbERj4fj48rKzT0TZ,Baavre Ho Gaye,Baavre Ho Gaye,Suzonn,Suzonn,"hindi indie,indian indie",2024,2024-05-02,37,0,Suzonn,Indie_Beats,0.45,0.467,0,-10.742,1,0.0332,0.248,0.00807,0.471,0.683,82.709,4,228614
5krdUoQBfXMlgiD2ufpvrt,MTG - RITMO ZELDA - Super Slowed,MTG - RITMO ZELDA,JXM;Polaris,JXM,"phonk,brazilian phonk",2024,2024-06-28,66,0,Polaris Records,Phonk,0.704,0.837,10,-5.083,1,0.354,0.422,0.502,0.0671,0.37,136.941,5,107093
42oFAKZp13nkMiEkDVGu7Q,Angel Music,girl EDM (disc 1),Ninajirachi;MGNA Crrrta,Ninajirachi,"hyperpop,electroclash,witch house,new rave",2024,2024-09-06,52,0,NLV Records,Phonk,0.697,0.87,10,-4.922,0,0.406,0.018,0.000927,0.372,0.644,141.92,4,127634
0Ga86OpGoHJ5XjyfxYc4ov,AVANGARD,AVANGARD,LONOWN,LONOWN,"phonk,witch house,electroclash",2024,2024-06-28,63,1,Armada Music,Phonk,0.51,0.877,10,0.181,1,0.0312,0.109,0.113,0.111,0.713,149.99,4,156843
4VL5XwfATZuAVTW471Wpro,FUNKED UP - SLOWED,FUNKED UP,xxanteria;isq,xxanteria,"phonk,brazilian phonk",2024,2024-01-19,68,0,25/7 Records LLC.,Phonk,0.755,0.927,11,0.254,0,0.0645,0.00288,0.925,0.0567,0.702,109.952,4,115348
6yIkBXij6NSjmRGRpQupqO,X-TALI,X-TALI,MXCCREE;DJ GL3CHEKY;MC PR,MXCCREE,"phonk,brazilian phonk,brega funk,brazilian funk",2024,2024-08-23,66,0,Tribal Trap,Phonk,0.488,0.964,7,0.379,1,0.0607,0.0116,1.39e-05,0.371,0.111,135.992,4,72352
03E0f4JneWZEtrQPU6EsIV,BLOODY! - ULTRA SLOWED,BLOODY!,M4GN;DJ Oliver Mendes,M4GN,"phonk,brazilian phonk",2024,2024-08-27,66,0,"M4GN, DJ Oliver Mendes",Phonk,0.715,0.775,1,-7.484,1,0.0818,0.715,0.00388,0.195,0.598,163.772,4,139384
1KCMF9fdF7sNE74R2V46af,You,Childish,Lane 8;Kasablanca,Lane 8,"melodic house,progressive house,deep house,melodic techno",2024,2024-09-27,67,0,This Never Happened,Phonk,0.549,0.749,2,-8.636,1,0.0364,0.169,0.349,0.132,0.126,124.041,4,254516
12CxO4DKn60OU9NPdVPYmy,on our own,on our own,Ordley,Ordley,stutter house,2024,2024-06-21,41,0,"Method 808, distributed by gamma.",Phonk,0.727,0.706,1,-5.584,1,0.266,0.102,0.618,0.208,0.574,140.037,4,178285
4oQVLOACv9GfeB9KcDRIo8,Wake Up,Wake Up,Alan Walker,Alan Walker,,2024,2024-07-31,46,0,Monstercat,Phonk,0.642,0.915,6,-5.153,0,0.0665,0.339,0.0573,0.18,0.222,105.024,4,173714
2A1aS3mwuGuX2yk1bgxOvA,Kisses (feat. bbyclose),Kisses (feat. bbyclose),BL3SS;CamrinWatsin;bbyclose,BL3SS,,2024,2024-03-22,83,0,Atlantic Records UK,Phonk,0.793,0.779,9,-4.609,0,0.0581,0.279,0.000311,0.314,0.687,142.002,4,138246
3Sv9eoZL7BD1UtcnMdeV7W,The Basement,The Basement,Kissimjau,Kissimjau,norwegian pop,2024,2024-11-15,38,0,Playground Music,Phonk,0.6,0.867,2,-4.37,1,0.0497,0.0016,0.526,0.203,0.55,174.042,4,136946
0q4442eIt44kTWEhkoTlh8,Safar,Safar,Bayaan;Sherazam,Bayaan,"indian indie,hindi indie,desi",2024,2024-10-03,75,0,Bayaan,Indie_Beats,0.627,0.557,6,-8.413,1,0.0745,0.619,0.000173,0.0648,0.597,104.079,4,216923
72NqtoCppciV4ijrLmQWUl,Raaston,Raaston,Shaur,Shaur,"hindi indie,indian indie",2024,2024-11-14,55,0,Indica Records,Indie_Beats,0.571,0.397,5,-9.349,1,0.0285,0.898,3.38e-05,0.196,0.371,130.785,3,187658
6Aj9XTMnSm5jv2bIKRxNbN,Jhim Jhimaune Aankha,Jhim Jhimaune Aankha,Ekdev Limbu,Ekdev Limbu,,2024,2024-12-01,56,0,Ekdev Limbu,Liked_Songs,0.496,0.41,10,-10.31,1,0.105,0.885,0.0409,0.121,0.253,116.108,5,206658
3pQOhRPdlf1g3o0tek8akx,Namami Shamishan,Namami Shamishan,Religious India,Religious India,"bhajan,devotional",2024,2024-02-23,67,0,Skyline Production And Entertainments,Liked_Songs,0.832,0.318,8,-11.799,1,0.0321,0.741,0.000498,0.0722,0.349,134.018,3,324168
4zdOY2zRsFjG2B8OMH17sJ,Parkha Na,Parkha Na,Sushant KC,Sushant KC,,2024,2024-02-02,55,0,NINE4,Liked_Songs,0.691,0.374,3,-11.623,1,0.0789,0.553,1.07e-05,0.113,0.381,151.954,4,242000
7iomJ39If7lmWmHVW97sSq,"Makhamali - From "" Oonko Sweater[The Woolen Sweater]""","Makhamali (From "" Oonko Sweater[The Woolen Sweater]"")",Sujan Chapagain;ArtMandu;Sunita Thegim,Sujan Chapagain,,2024,2024-12-26,57,0,ArtMandu,"Liked_Songs,Nepali_Gem",0.378,0.411,5,-10.757,1,0.0326,0.67,3.78e-06,0.0856,0.414,84.486,4,306000
0zZ86TrgtxtJVrFgBTI6SI,Shiv Kailash (Live in Mumbai),Shiv Kailash (Live in Mumbai),Rishab Rikhiram Sharma,Rishab Rikhiram Sharma,"bhajan,devotional",2024,2024-11-10,61,0,Des Records,Liked_Songs,0.384,0.405,2,-9.709,1,0.0309,0.68,0.0,0.0922,0.25,93.648,3,460000
620OQL1u31pVipOAQcs9yD,Shiv Panchakshar Stotra,Shiv Panchakshar Stotra,Religious India,Religious India,"bhajan,devotional",2024,2024-04-29,62,0,Skyline Production And Entertainments,Liked_Songs,0.687,0.484,1,-12.587,1,0.028,0.824,0.00179,0.0968,0.696,137.911,3,161044
0nw7lqE0z4hASkq2YLiJ8B,Ashutosh Shashank Shekhar,Ashutosh Shashank Shekhar,Religious India,Religious India,"bhajan,devotional",2024,2024-05-13,58,0,Skyline Production And Entertainments,Liked_Songs,0.811,0.322,3,-13.542,1,0.0294,0.736,7.68e-05,0.103,0.5,104.998,1,1010058
6IiWjepMqnEk8TFNHPH4VK,"Mathi Mathi Pantharai ma - From "" Oonko Sweater[The Woolen Sweater]""","Mathi Mathi Pantharai ma (From "" Oonko Sweater[The Woolen Sweater]"")",Sujan Chapagain;ArtMandu,Sujan Chapagain,,2024,2024-12-26,42,0,ArtMandu,Nepali_Gem,0.314,0.135,5,-16.592,1,0.0421,0.904,1.29e-06,0.118,0.353,118.025,4,81562
5EuI6Zyz3kuFiv4JLhhbR1,Phool Oonko Sweater,Phool Oonko Sweater,Sujan Chapagain;ArtMandu,Sujan Chapagain,,2024,2024-02-15,57,0,ArtMandu,Nepali_Gem,0.356,0.284,7,-12.388,1,0.0307,0.856,0.000123,0.148,0.336,139.272,3,302015
6ROaRGDkFPTRkDa68JV5Am,Bagaicha Ma,Bagaicha Ma,Subodh KC,Subodh KC,,2024,2024-09-09,50,0,Audio Sound,Nepali_Gem,0.487,0.128,7,-16.812,1,0.0447,0.715,1.2e-06,0.0916,0.312,91.074,4,192170
4sTlQPMyoFMPdhAJvErBN3,PASSO BEM SOLTO - Slowed,PASSO BEM SOLTO,ATLXS,ATLXS,"phonk,brazilian phonk",2024,2024-04-23,82,0,broke,Phonk,0.602,0.867,1,-5.698,0,0.0312,0.00702,0.00442,0.259,0.399,115.899,4,116072
2QOKKcttlDxX3kjiC0aaD6,Predator,Brute,Mital Hardik Singot,Mital Hardik Singot,bhojpuri pop,2024,2024-10-15,50,1,Mital Hardik Singot,Phonk,0.798,0.935,8,-3.235,1,0.297,0.0712,0.23,0.0276,0.891,168.155,4,124419
7IBqHkoP94VrgYKVns4eNz,FUNK DO BOUNCE (Slowed),FUNK DO BOUNCE (Slowed),Ariis,Ariis,"phonk,brazilian phonk",2024,2024-08-30,76,0,Tribal Trap,Phonk,0.818,0.92,6,2.194,0,0.0716,0.111,0.00122,0.0879,0.793,110.449,4,107539
2r5BsQ93MzyPILYaottKrG,PASSO BEM SOLTO,PASSO BEM SOLTO,ATLXS,ATLXS,"phonk,brazilian phonk",2024,2024-04-23,71,0,broke,Phonk,0.59,0.856,6,-5.346,1,0.0305,0.00176,0.00226,0.26,0.556,130.033,4,103403
43jExF2HeZ6cJIGrWF0ie4,Funk de Beleza - Slowed,Funk de Beleza,Nateki;Scythermane;MC MAYAH,Nateki,"phonk,drift phonk,brazilian phonk,funk",2024,2024-10-04,73,1,Nateki,Phonk,0.743,0.838,9,0.195,0,0.0755,0.168,0.0683,0.101,0.848,105.927,4,145115
4aT2W9wchQKAimxVFSRIva,SPOOKY,SPOOKY,fennecxx;DJ ALEX,fennecxx,"phonk,brazilian phonk",2024,2024-10-24,63,1,Lunar Media,Phonk,0.645,0.907,8,-1.85,0,0.18,0.0157,0.0538,0.452,0.357,130.131,4,96923
67smGwuPEtA6GAfeweAVNO,SLAY!,SLAY!,Eternxlkz,Eternxlkz,"phonk,brazilian phonk",2024,2024-03-15,74,1,Eternxlkz,Phonk,0.681,0.773,1,-4.706,1,0.0345,0.0863,0.734,0.0978,0.504,129.923,4,107076
1zzejMGRYKP5XOa3FmzXfa,"Katchi Sera - From ""Think Indie""","Katchi Sera (From ""Think Indie"")",Sai Abhyankkar,Sai Abhyankkar,"tamil indie,tamil pop,kollywood",2024,2024-01-22,72,0,Think Music,Southie,0.765,0.642,7,-8.48,0,0.115,0.243,0.00104,0.339,0.822,148.465,3,181818
0MTdYgTZ25sLCO6kVnDoje,"Aasa Kooda - From ""Think Indie""","Aasa Kooda (From ""Think Indie"")",Sai Abhyankkar;Sai Smriti,Sai Abhyankkar,"tamil indie,tamil pop,kollywood",2024,2024-06-13,74,0,Think Music,Southie,0.675,0.537,5,-9.401,1,0.0352,0.48,0.00112,0.12,0.534,98.003,4,215510
4Equ5LEIUjA1pKLprqfF9n,"Kutty Kudiye (From ""Premalu"")","Kutty Kudiye (From ""Premalu"")",Vishnu Vijay;Suhail Koya;Sanjith Hegde,Vishnu Vijay,"malayalam pop,mollywood,malayalam hip hop,kannada pop,sandalwood",2024,2024-01-05,58,0,Bhavana Studios,Southie,0.814,0.571,0,-8.251,1,0.109,0.354,5.84e-05,0.137,0.513,97.994,4,184836
2ezMnGfGww3WSOJp7TwI1N,blue,blue,yung kai,yung kai,,2024,2024-08-02,0,0,ykw,YaNiMe,0.746,0.317,4,-11.982,1,0.0342,0.933,0.0186,0.121,0.585,97.49,3,214357
0kFVB5NkRjIOaNcOfR5Lk1,"Makane - From ""Vaazha""","Makane (From ""Vaazha"")",Parvatish Pradeep;Sooraj Santhosh;B.K. Harinarayanan,Parvatish Pradeep,"malayalam pop,mollywood,tollywood",2024,2024-08-14,55,0,Think Music,Southie,0.45,0.213,1,-11.739,1,0.0279,0.813,0.0802,0.0712,0.108,104.991,4,272142
3qXHJ7BfnsU7reHngWMI4f,"Thenkizhakku - From ""Vaazhai""","Thenkizhakku (From ""Vaazhai"")",Santhosh Narayanan;Dhee;Yugabharathi,Santhosh Narayanan,"tamil pop,kollywood,tamil hip hop,tamil dance,tollywood",2024,2024-07-18,60,0,Think Music,Southie,0.763,0.573,11,-6.743,1,0.117,0.141,0.032,0.348,0.356,96.03,4,262656
6hZGsChumRhWG24OEh698c,Ela Joga na Hora,Ela Joga na Hora,Mc Pogba;DJ Guih Da ZO,Mc Pogba,"phonk,brazilian phonk,brazilian funk",2024,2024-03-28,66,1,SUNDAY,Phonk,0.949,0.669,2,-3.922,0,0.222,0.36,0.000592,0.169,0.843,130.05,4,132922
5bUGTPa2WYYS9P49MzAljd,Beautiful Nightmare,Neon Nights,Alan Walker;bludnymph,Alan Walker,,2024,2024-08-07,61,0,Monstercat,Phonk,0.646,0.962,8,-4.148,0,0.0485,0.0853,0.000838,0.493,0.685,161.042,4,167855
60AVJqYgyAlCckC6Nh2tgO,X-SLIDE,X-SLIDE,2KE;808iuli,2KE,"phonk,brazilian phonk",2024,2024-05-10,68,0,broke,Phonk,0.531,0.991,1,1.047,1,0.102,0.118,0.926,0.156,0.961,145.054,4,79452
2FAZskT9yRjp2Oow9szJD8,The Days - NOTION Remix,The Days (NOTION Remix),Chrystal;NOTION,Chrystal,"bassline,bass house,uk garage,drum and bass",2024,2024-11-08,87,0,Polydor Records,Phonk,0.62,0.843,6,-5.321,0,0.0844,0.0062,4.63e-06,0.55,0.237,137.812,4,233229
6fxeXlCSt4WLVlbqxgUBMB,Funk of Galáctico,Funk of Galáctico,SXID;Bibi Babydoll,SXID,"phonk,brazilian phonk",2024,2024-04-05,65,1,SXID,Phonk,0.609,0.967,5,-4.192,1,0.0662,0.0181,0.0761,0.374,0.0989,130.06,4,90461
3jMnqeT4NZb50RccpZ7prO,SPOOKY,SPOOKY,fennecxx;DJ ALEX,fennecxx,"phonk,brazilian phonk",2024,2024-10-25,72,1,Lunar Media,Phonk,0.631,0.944,8,-1.811,0,0.0783,0.0094,0.0138,0.587,0.508,130.024,4,96923
38dHd7r4mSSVhRvVulD1na,SPACE! - Super Slowed,SPACE!,NAOMI;DRAWMEDEATH,NAOMI,"phonk,brazilian phonk",2024,2024-04-26,70,0,NAOMI,Phonk,0.71,0.885,9,-0.23,1,0.0275,0.000642,0.755,0.15,0.9,105.427,4,109848
5VZ0soW5syQfefCUj603DW,MASHA ULTRAFUNK,MASHA ULTRAFUNK,HISTED;TXVSTERPLAYA,HISTED,"phonk,brazilian phonk",2024,2024-03-07,68,0,broke,Phonk,0.652,0.891,10,1.808,0,0.0368,0.001,0.0148,0.336,0.576,100.265,4,93650
0ePdvQb4qFBA9Ps1QZwhMu,hypnotic - super slowed,hypnotic,isq,isq,"phonk,brazilian phonk",2024,2024-05-31,73,0,isq,Phonk,0.731,0.921,11,-1.065,0,0.174,0.00031,0.894,0.145,0.0504,95.272,4,120796
06PqeO7IInus2yvzsZwZhf,CUTE DEPRESSED,CUTE DEPRESSED,Dyan Dxddy,Dyan Dxddy,"phonk,brazilian phonk",2024,2024-02-02,71,0,ALT:Vision Records,Phonk,0.83,0.919,10,-2.12,0,0.145,0.503,0.748,0.0757,0.848,151.221,4,96946
7livoZ5D5L93Rd1GWzdjQm,GLORY,GLORY,Ogryzek,Ogryzek,"phonk,brazilian phonk",2024,2024-05-24,76,0,Sketch Music,Phonk,0.331,0.765,1,-6.789,1,0.0298,0.000421,0.879,0.109,0.0923,171.455,4,149522
4TPzlNgzfy026ndNAvVDsm,Eu Sento Gabu!,Eu Sento Gabu!,PXLWYSE,PXLWYSE,"phonk,brazilian phonk",2024,2024-04-19,71,1,Duetti,Phonk,0.575,0.882,11,-3.948,1,0.0317,0.000465,0.71,0.11,0.758,129.977,4,83755
0Te5HOIalCkHM4Mxi19C3b,I think dearly of you,TVアニメ「僕の心のヤバイやつ」オリジナルサウンドトラック,kensuke ushio,kensuke ushio,anime,2024,2024-03-27,25,0,avex pictures,The_Dangers_In_My_Heart,0.398,0.16,0,-12.255,1,0.0443,0.966,0.563,0.0755,0.193,119.8,4,191238
4ZNYAf1OuvP1m1kpGJhDwW,the dangers in our hearts,TVアニメ「僕の心のヤバイやつ」オリジナルサウンドトラック,kensuke ushio,kensuke ushio,anime,2024,2024-03-27,35,0,avex pictures,The_Dangers_In_My_Heart,0.361,0.175,2,-14.922,1,0.0454,0.898,0.919,0.0694,0.068,126.353,4,214366
25EjH8afEtEVAo545MsfOi,Dear sunrise,Dear sunrise,Maki Otsuki,Maki Otsuki,anime,2024,2024-01-08,49,0,avex pictures,YaNiMe,0.555,0.575,2,-5.058,1,0.0368,0.375,3.78e-05,0.289,0.651,136.965,4,219386
4N9iXiStXDsfS8a5yshYvG,jealous,TVアニメ「僕の心のヤバイやつ」オリジナルサウンドトラック,kensuke ushio,kensuke ushio,anime,2024,2024-03-27,11,0,avex pictures,The_Dangers_In_My_Heart,0.86,0.493,5,-11.638,0,0.0482,0.089,0.67,0.136,0.94,100.012,4,118058
4HsYIBuVFFl3bCLy4LHoz6,farewell address,TVアニメ「僕の心のヤバイやつ」オリジナルサウンドトラック,kensuke ushio,kensuke ushio,anime,2024,2024-03-27,18,0,avex pictures,The_Dangers_In_My_Heart,0.538,0.281,7,-17.842,1,0.028,0.964,0.954,0.149,0.178,84.983,3,86232
6Xg0OCVm274nPUgoWT5zXy,our emotions,TVアニメ「僕の心のヤバイやつ」オリジナルサウンドトラック,kensuke ushio,kensuke ushio,anime,2024,2024-03-27,20,0,avex pictures,The_Dangers_In_My_Heart,0.521,0.167,2,-16.278,1,0.0278,0.882,0.0563,0.0924,0.0374,139.911,4,131765
52IWvMVLGm3W0mJhUwVabX,a thing,TVアニメ「僕の心のヤバイやつ」オリジナルサウンドトラック,kensuke ushio,kensuke ushio,anime,2024,2024-03-27,21,0,avex pictures,The_Dangers_In_My_Heart,0.784,0.243,2,-20.201,1,0.052,0.969,0.939,0.13,0.321,139.973,4,93680
6xciEHPJwWt5W5k6huau1B,shoot,TVアニメ「僕の心のヤバイやつ」オリジナルサウンドトラック,kensuke ushio,kensuke ushio,anime,2024,2024-03-27,18,0,avex pictures,The_Dangers_In_My_Heart,0.587,0.476,2,-8.57,1,0.0339,0.548,0.91,0.0588,0.316,114.974,3,109730
4j0kAs3HIWr7z55t8gdLJ5,seriously troubled,TVアニメ「僕の心のヤバイやつ」オリジナルサウンドトラック,kensuke ushio,kensuke ushio,anime,2024,2024-03-27,16,0,avex pictures,The_Dangers_In_My_Heart,0.558,0.311,11,-15.96,0,0.034,0.972,0.955,0.0859,0.126,119.989,4,131840
2eXnJGCCHEfV34Z49dkHzS,come running,TVアニメ「僕の心のヤバイやつ」オリジナルサウンドトラック,kensuke ushio,kensuke ushio,anime,2024,2024-03-27,15,0,avex pictures,The_Dangers_In_My_Heart,0.609,0.515,4,-10.96,0,0.029,0.722,0.832,0.282,0.146,100.036,3,111272
4gEmHEtGiaArzYwMiMPHzC,suspicious relationships,TVアニメ「僕の心のヤバイやつ」オリジナルサウンドトラック,kensuke ushio,kensuke ushio,anime,2024,2024-03-27,11,0,avex pictures,The_Dangers_In_My_Heart,0.6,0.934,0,-6.652,1,0.0476,0.000184,0.944,0.0662,0.451,119.993,4,93886
0q57AmGlAqsyXtDO8sboBb,BAD PARENTING FUNK V2 - Ultra Slowed,BAD PARENTING FUNK V2,Sayfalse;DJ CEREJASS;ßino;Lyke,Sayfalse,"phonk,brazilian phonk,funk",2024,2024-10-21,56,0,0to8,Phonk,0.811,0.548,4,-3.341,0,0.129,0.402,0.591,0.107,0.415,145.857,3,109388
3Vn1b7EolQzTqoJCCEnS3Q,Not My Problem Funk,Not My Problem Funk,DJZRX,DJZRX,"phonk,brazilian phonk",2024,2024-08-14,66,0,Tribal Trap,Phonk,0.748,0.812,11,-3.405,0,0.117,0.204,0.341,0.142,0.516,129.989,4,88629
0VAeFJybwdYFrLpAgm480Y,FUNK INFERNAL (SLOWED),FUNK INFERNAL (SLOWED),DYGO;Mxng0,DYGO,"phonk,brazilian phonk",2024,2024-09-27,65,0,Tribal Trap,Phonk,0.725,0.917,1,-1.313,0,0.0536,0.0074,0.933,0.372,0.117,110.126,4,106363
1mGe9BD3NBL1FVFrHRAfPo,two of us,TVアニメ「僕の心のヤバイやつ」オリジナルサウンドトラック,kensuke ushio,kensuke ushio,anime,2024,2024-03-27,21,0,avex pictures,The_Dangers_In_My_Heart,0.523,0.121,2,-18.196,1,0.042,0.922,0.142,0.0758,0.12,59.824,4,134840
1T9L1YOI4xmfChATQdR6Zk,I will come to you,TVアニメ「僕の心のヤバイやつ」オリジナルサウンドトラック,kensuke ushio,kensuke ushio,anime,2024,2024-03-27,21,0,avex pictures,The_Dangers_In_My_Heart,0.535,0.392,4,-9.615,0,0.0248,0.478,0.95,0.0869,0.381,100.036,4,102674
4uuPP1MISG1QWNPFNzc3y9,damn it!,TVアニメ「僕の心のヤバイやつ」オリジナルサウンドトラック,kensuke ushio,kensuke ushio,anime,2024,2024-03-27,12,0,avex pictures,The_Dangers_In_My_Heart,0.729,0.625,5,-10.395,0,0.212,0.659,0.878,0.0832,0.965,160.073,4,78978
2TOSW539hHQJ0Fs00i8fzS,heart beating/fast,TVアニメ「僕の心のヤバイやつ」オリジナルサウンドトラック,kensuke ushio,kensuke ushio,anime,2024,2024-03-27,11,0,avex pictures,The_Dangers_In_My_Heart,0.741,0.167,6,-18.101,0,0.161,0.15,0.409,0.0874,0.475,160.035,4,102616
2OjnNNyTObjny8qp9hPiPX,anxiety and relief,TVアニメ「僕の心のヤバイやつ」オリジナルサウンドトラック,kensuke ushio,kensuke ushio,anime,2024,2024-03-27,11,0,avex pictures,The_Dangers_In_My_Heart,0.642,0.114,6,-11.204,0,0.0426,0.52,0.0167,0.0821,0.204,139.993,4,123112
0hnCXdM4WJax57WNjAJnjG,milk tea,TVアニメ「僕の心のヤバイやつ」オリジナルサウンドトラック,kensuke ushio,kensuke ushio,anime,2024,2024-03-27,30,0,avex pictures,The_Dangers_In_My_Heart,0.502,0.211,0,-14.53,1,0.0339,0.775,0.237,0.0776,0.117,70.051,4,122602
1Ddu8t2Yhv6ybxdT2ANqLh,sweet devil,TVアニメ「僕の心のヤバイやつ」オリジナルサウンドトラック,kensuke ushio,kensuke ushio,anime,2024,2024-03-27,26,0,avex pictures,The_Dangers_In_My_Heart,0.581,0.122,2,-25.231,1,0.0434,0.975,0.936,0.0916,0.281,159.923,4,126669
6xw3q53A4pC9HaBOGSj7Kh,missing,TVアニメ「僕の心のヤバイやつ」オリジナルサウンドトラック,kensuke ushio,kensuke ushio,anime,2024,2024-03-27,21,0,avex pictures,The_Dangers_In_My_Heart,0.125,0.0192,7,-32.984,1,0.0454,0.989,0.955,0.0944,0.0618,77.683,4,153493
1glgD58BAfCDhAhXZWxvhP,a date for two,TVアニメ「僕の心のヤバイやつ」オリジナルサウンドトラック,kensuke ushio,kensuke ushio,anime,2024,2024-03-27,13,0,avex pictures,The_Dangers_In_My_Heart,0.798,0.764,0,-6.415,1,0.0287,0.711,0.859,0.0798,0.723,120.045,4,134560
149LDhZONuWipTMFqs12vX,memories,TVアニメ「僕の心のヤバイやつ」オリジナルサウンドトラック,kensuke ushio,kensuke ushio,anime,2024,2024-03-27,18,0,avex pictures,The_Dangers_In_My_Heart,0.794,0.128,2,-17.048,1,0.0391,0.88,0.807,0.0971,0.223,140.035,4,156002
