artists,genres,count,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms
sufr,"['desi', 'desi hip hop', 'hindi hip hop', 'hindi indie', 'indian indie']",1,73.0,0.378,0.715,10.0,-4.303,1.0,0.224,0.294,0.0,0.331,0.6,76.244,4.0,175384.0
svlient,"['brazilian phonk', 'drift phonk', 'phonk']",1,59.0,0.745,0.931,1.0,-0.921,1.0,0.0569,0.0344,0.149,0.106,0.515,110.039,4.0,98220.0
thommyknoles,"['indian indie', 'telugu pop', 'tollywood']",1,0.0,0.373,0.0902,0.0,-19.213,1.0,0.0348,0.985,0.91,0.127,0.209,67.798,3.0,363000.0
tienanh109,"['brazilian phonk', 'phonk']",1,67.0,0.69,0.976,7.0,1.255,1.0,0.141,0.112,0.000982,0.777,0.182,115.894,4.0,115976.0
toorjo dey,"['desi', 'desi hip hop', 'hindi hip hop', 'hindi indie', 'indian indie']",1,73.0,0.378,0.715,10.0,-4.303,1.0,0.224,0.294,0.0,0.331,0.6,76.244,4.0,175384.0
tvoy,['phonk'],1,66.0,0.688,0.9,1.0,-1.022,1.0,0.0784,0.000799,0.00016,0.361,0.222,94.006,4.0,122921.0
uramaki.,"['breakcore', 'jungle']",1,36.0,0.576,0.916,2.0,-5.253,1.0,0.173,0.00298,0.278,0.105,0.513,140.001,4.0,304928.0
Accha Insaan,"['hindi indie', 'indian indie']",1,71.0,0.568,0.416,2.0,-10.961,1.0,0.0304,0.459,1.89e-06,0.149,0.45,149.951,4.0,159600.0
Adarsh Rao,"['hindi indie', 'indian indie']",1,38.0,0.725,0.462,3.0,-11.786,1.0,0.0413,0.231,0.019,0.0775,0.704,107.986,4.0,157777.0
nightfxrce,"['brazilian phonk', 'phonk']",1,63.0,0.69,0.857,11.0,-1.616,1.0,0.0284,0.251,5e-05,0.13,0.604,100.055,4.0,117600.0
nimino,"['melodic house', 'stutter house']",1,78.0,0.88,0.729,11.0,-6.378,0.0,0.176,0.334,0.0113,0.185,0.246,127.028,4.0,198425.0
okgiorgio,['stutter house'],1,36.0,0.611,0.882,5.0,-7.115,1.0,0.0562,0.000551,0.206,0.255,0.278,148.01,4.0,204788.0
prodbydxm,"['brazilian phonk', 'funk', 'phonk']",1,55.0,0.84,0.63,7.0,-4.259,1.0,0.0932,0.361,3.1e-05,0.106,0.526,91.905,4.0,125322.0
prodshushy,[],1,76.0,0.735,0.445,7.0,-12.787,0.0,0.0676,0.384,1.59e-05,0.117,0.274,148.859,4.0,180705.0
qõke,['phonk'],1,66.0,0.688,0.9,1.0,-1.022,1.0,0.0784,0.000799,0.00016,0.361,0.222,94.006,4.0,122921.0
