artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,popularity,count
Himonshu Parikh,0.6055,0.458,1.0,-11.2575,1.0,0.03135,0.7969999999999999,0.0604,0.12015,0.2205,99.5205,4.0,185183.0,49.5,2
HXVSAGE,0.5225,0.5625,9.0,-10.065,0.5,0.03565,0.18860000000000002,0.863,0.14250000000000002,0.177,117.331,4.5,103129.5,70.0,2
Hadiqa Kiani,0.5660000000000001,0.6145,2.5,-8.1405,0.5,0.08535000000000001,0.7164999999999999,0.01535715,0.1745,0.575,96.975,4.0,312993.5,63.5,2
Hanita Bhambri,0.898,0.435,6.0,-8.834,1.0,0.0489,0.555,0.0,0.139,0.836,115.034,4.0,154434.0,50.0,2
Kaavish,0.4565,0.459,7.0,-9.321,1.0,0.0376,0.6975,2.565e-05,0.1095,0.3325,114.096,4.0,272214.0,50.0,2
Kala Ramnath,0.6725,0.5185,2.0,-9.772,0.5,0.0435,0.7985,0.21400000000000002,0.0977,0.356,111.5015,2.5,375346.0,27.0,2
KHAOS,0.577,0.928,5.0,-4.9365000000000006,0.0,0.0503,0.00465,0.029949999999999997,0.233,0.579,124.8295,4.0,93193.5,74.5,2
KINGXND,0.8494999999999999,0.9339999999999999,4.0,-0.264,0.0,0.05790000000000001,0.1295,0.045739999999999996,0.20800000000000002,0.788,122.85050000000001,4.0,127836.0,70.5,2
Jyoti Nooran,0.721,0.8215,5.0,-6.415,0.5,0.0722,0.0042245,2.86e-05,0.1027,0.5115,129.982,4.0,294585.0,67.0,2
Kishore Kumar,0.442,0.43200000000000005,1.0,-10.016,0.5,0.0353,0.724,0.002004645,0.11699999999999999,0.622,113.954,3.5,272719.5,64.0,2
Kaushiki Chakraborty,0.6685,0.6255,3.5,-8.7335,1.0,0.10595,0.414,1.47e-06,0.08499999999999999,0.475,148.422,3.0,327296.5,16.0,2
Kanishk Seth,0.6054999999999999,0.667,6.0,-8.5145,1.0,0.03515,0.3165,0.031595,0.11130000000000001,0.3305,134.997,4.0,245773.0,38.5,2
KS Abhishek,0.7775,0.2895,11.0,-11.6465,0.5,0.325,0.5695,4.3e-06,0.464,0.887,145.9445,4.0,136017.0,0.0,2
John Bis.T,0.7115,0.839,3.0,-5.178,0.0,0.039150000000000004,0.07385,0.4095,0.1485,0.3535,114.05199999999999,4.0,106126.5,70.5,2
Jasleen Royal,0.698,0.4705,0.5,-11.3265,1.0,0.0386,0.681,0.07845,0.10535,0.4145,120.997,4.0,206052.5,46.5,2
JVKE,0.3775,0.511,7.5,-5.5145,1.0,0.04635,0.6145,0.0003825,0.11785,0.3215,111.3555,4.0,139654.0,70.0,2
JXNDRO,0.5315000000000001,0.973,1.0,-1.2225,0.5,0.052750000000000005,0.02015,1.0005e-05,0.178,0.6325000000000001,123.0465,4.0,98040.5,73.0,2
INNXCENCE,0.6665000000000001,0.8885000000000001,6.0,-2.5214999999999996,0.0,0.04625,0.185,0.0003112,0.21649999999999997,0.6445,122.92949999999999,4.0,121469.0,69.0,2
Indie Routes,0.5589999999999999,0.41200000000000003,3.5,-9.6785,1.0,0.04705,0.7225,0.0005133500000000001,0.11549999999999999,0.762,136.8715,3.5,281024.0,13.5,2
Anurag Saikia,0.5055000000000001,0.5625,4.5,-8.39,0.5,0.042050000000000004,0.46599999999999997,0.0007299,0.0993,0.3075,151.0605,4.5,245820.5,35.0,2
Anirudh Ravichander,0.593,0.726,10.0,-7.374499999999999,0.5,0.0858,0.2189,0.456000775,0.1789,0.5095000000000001,116.139,3.5,156691.0,65.5,2
Anubha Bajaj,0.673,0.4065,4.0,-10.422,1.0,0.034949999999999995,0.5640000000000001,0.0001235,0.1815,0.7264999999999999,141.0275,4.0,146219.0,60.5,2
Twin Strings,0.5755,0.47,8.0,-9.627,0.5,0.02765,0.6385000000000001,0.0001951,0.286,0.20850000000000002,130.393,3.5,216526.5,20.5,2
Txmy,0.3265,0.36,3.0,-14.493,0.0,0.032299999999999995,0.39799999999999996,0.882,0.266,0.17365,121.286,3.5,126788.5,65.5,2
Zain Zohaib,0.397,0.3685,3.0,-8.032499999999999,0.5,0.05865,0.5605,0.0,0.1723,0.43000000000000005,134.801,4.0,232536.0,60.0,2
When Chai Met Toast,0.493,0.6765,1.0,-6.15,0.5,0.02905,0.1725,0.01565053,0.09505,0.5409999999999999,100.0915,3.5,236035.5,36.0,2
elysian.,0.664,0.8734999999999999,9.0,-2.9445,1.0,0.0337,0.0011325,0.827,0.0995,0.5925,113.48,4.0,77980.0,71.5,2
Seedhe Maut,0.5455,0.5660000000000001,1.5,-8.434,1.0,0.2057,0.087725,0.0150149,0.10515,0.69,97.358,4.0,204125.5,40.0,2
Satinder Sartaaj,0.7150000000000001,0.635,6.0,-8.8035,0.5,0.0816,0.43499999999999994,4.67e-06,0.1515,0.5589999999999999,111.893,4.0,261294.5,71.0,2
Sanjith Hegde,0.796,0.5965,2.0,-8.045,1.0,0.1445,0.38249999999999995,2.9795000000000002e-05,0.343,0.6325000000000001,106.006,4.0,216891.5,61.5,2
Santhosh Narayanan,0.6705,0.481,6.0,-6.091,0.5,0.0737,0.508,0.01600064,0.22265,0.4575,117.835,3.5,239435.0,59.0,2
Sanah Moidutty,0.5485,0.5085,4.5,-8.1425,1.0,0.0438,0.511,2.4e-06,0.1053,0.5960000000000001,142.3615,3.5,195133.5,45.5,2
DJ DUDA,0.6385000000000001,0.9159999999999999,6.0,-0.5945,0.0,0.0661,0.1052,2.215e-05,0.2275,0.475,119.6035,4.0,96022.0,68.0,2
DJ FKU,0.5335000000000001,0.9624999999999999,6.5,-1.543,0.5,0.1049,0.134,0.0,0.3165,0.7110000000000001,134.764,4.0,94994.5,62.5,2
Polaris,0.736,0.867,10.0,-2.8025,1.0,0.24,0.2286,0.251,0.11155000000000001,0.2625,138.483,4.5,136100.0,66.5,2
Pratsofficial,0.5635,0.35850000000000004,10.0,-10.6615,1.0,0.027299999999999998,0.7885,0.00401145,0.1085,0.266,104.852,4.0,207999.5,21.0,2
DJ V12,0.6695,0.761,4.5,-0.8145,1.0,0.0404,0.245,0.13390100000000002,0.10735,0.11274999999999999,103.836,4.0,114591.0,76.5,2
DJ VYZ,0.744,0.45100000000000007,6.5,-13.0775,0.5,0.14975,0.30626,0.437844,0.1265,0.4075,115.4985,4.0,127032.0,69.5,2
Rezcaze,0.8494999999999999,0.9339999999999999,4.0,-0.264,0.0,0.05790000000000001,0.1295,0.045739999999999996,0.20800000000000002,0.788,122.85050000000001,4.0,127836.0,70.5,2
Rakhim,0.905,0.49550000000000005,5.5,-9.988,0.5,0.4285,0.00199,7e-06,0.09885,0.6100000000000001,161.809,4.0,93684.0,71.0,2
R3HAB,0.6685,0.9005,5.0,-4.464,0.5,0.089,0.24312,0.036305000000000004,0.0778,0.3745,127.464,4.0,158583.0,54.0,2
Ricky Kej,0.5985,0.5955,4.0,-9.311,1.0,0.044,0.2653,0.031,0.17200000000000001,0.3455,150.9875,3.5,271208.0,21.0,2
Rishab Rikhiram Sharma,0.5175000000000001,0.5225,2.0,-10.358,0.5,0.0324,0.669,0.057,0.1011,0.28600000000000003,116.8175,3.5,311535.5,61.5,2
Rochak Kohli,0.665,0.6779999999999999,3.0,-6.045,0.5,0.0445,0.461,3.325e-05,0.3175,0.3625,116.783,4.5,215918.5,46.5,2
NAOMI,0.7215,0.8815,10.0,-0.10400000000000001,1.0,0.0296,0.000846,0.5660000000000001,0.1275,0.931,108.975,4.0,106354.5,64.5,2
NXGHT!,0.7955,0.9764999999999999,11.0,-1.1325000000000003,0.0,0.0524,0.4365,0.46399999999999997,0.2425,0.34704999999999997,121.03800000000001,4.0,91107.0,70.5,2
Mxng0,0.6625,0.9470000000000001,4.0,-1.494,0.5,0.10930000000000001,0.006750000000000001,0.9245000000000001,0.2715,0.2465,120.09700000000001,4.0,98181.5,68.5,2
NAALAYAK,0.509,0.534,4.0,-8.679,1.0,0.05545,0.5469999999999999,0.0042241399999999995,0.12145,0.4675,136.18200000000002,4.0,183294.5,54.5,2
Mismatched - Cast,0.4225,0.446,9.5,-10.7865,0.5,0.25005,0.721,0.035868,0.12895,0.374,87.2015,4.0,184081.5,58.5,2
Namita Choudhary,0.5675,0.3405,4.0,-9.6425,1.0,0.03975,0.885,0.0,0.08545,0.21949999999999997,115.1435,4.0,208472.0,46.5,2
Dj B7 o Piranhão,0.824,0.9644999999999999,4.0,2.124,0.0,0.0573,0.1595,0.0006695,0.27049999999999996,0.8825000000000001,120.0915,4.0,115199.5,71.5,2
Deepak Rathore,0.596,0.3135,6.5,-11.95,1.0,0.04025,0.866,9.9e-07,0.11599999999999999,0.38949999999999996,113.98499999999999,3.5,252746.5,49.5,2
DRAWMEDEATH,0.7215,0.8815,10.0,-0.10400000000000001,1.0,0.0296,0.000846,0.5660000000000001,0.1275,0.931,108.975,4.0,106354.5,64.5,2
Navjot Ahuja,0.626,0.3635,4.0,-9.366,1.0,0.030600000000000002,0.5855,0.0001508,0.10339999999999999,0.195,115.0085,3.5,268638.0,71.5,2
Nila Raj,0.469,0.31,8.0,-9.501,1.0,0.0272,0.927,0.0085,0.106,0.208,104.941,4.0,244571.0,63.0,2
Naani,0.7775,0.2895,11.0,-11.6465,0.5,0.325,0.5695,4.3e-06,0.464,0.887,145.9445,4.0,136017.0,0.0,2
Silo,0.6855,0.945,8.0,-2.1805000000000003,0.0,0.10415,0.0561,9.45e-06,0.2915,0.554,148.2065,4.0,129682.5,67.5,2
The Yellow Diary,0.6839999999999999,0.438,3.0,-10.0665,1.0,0.0409,0.7125,0.0125226,0.10135,0.5854999999999999,93.501,4.0,204782.5,52.0,2
Tochi Raina,0.471,0.389,4.5,-10.1955,1.0,0.05205,0.8514999999999999,0.0027467499999999996,0.126,0.37250000000000005,135.1305,4.0,170959.5,70.0,2
Token,0.632,0.86,9.5,-4.585,0.5,0.157,0.0741,0.0,0.10525,0.5740000000000001,138.0,4.0,218078.0,56.0,2
Tanishka Bahl,0.45,0.279,2.0,-13.7855,0.5,0.13365,0.896,1.3e-06,0.14049999999999999,0.3725,154.961,3.5,237367.5,65.0,2
TWXNY,0.6665000000000001,0.8885000000000001,6.0,-2.5214999999999996,0.0,0.04625,0.185,0.0003112,0.21649999999999997,0.6445,122.92949999999999,4.0,121469.0,69.0,2
Swaroop Khan,0.40449999999999997,0.6655,1.5,-8.562,0.5,0.1182,0.38625,0.0105825,0.2985,0.4245,170.006,3.5,274929.0,8.5,2
Swoopna Suman,0.4135,0.3435,4.5,-11.663,1.0,0.040749999999999995,0.8365,2.9499999999999997e-06,0.1235,0.28400000000000003,171.3785,3.0,293934.5,53.0,2
Bibi Babydoll,0.665,0.9075,7.0,-3.7815000000000003,1.0,0.0464,0.13905,0.038051055,0.2355,0.43645,132.554,4.0,110130.0,69.5,2
Bickram Ghosh,0.6725,0.5185,2.0,-9.772,0.5,0.0435,0.7985,0.21400000000000002,0.0977,0.356,111.5015,2.5,375346.0,27.0,2
S4nri0,0.6415,0.6655,3.5,-8.227,1.0,0.07955000000000001,0.35631999999999997,0.5189999999999999,0.178,0.679,119.69649999999999,4.0,99730.5,61.5,2
SASORIIXPP,0.8175,0.7244999999999999,6.5,-1.4975,0.5,0.18745,0.1775,0.0041995,0.25245,0.538,102.01650000000001,4.0,92423.0,73.0,2
SXMPRA,0.765,0.8455,1.5,-5.9105,1.0,0.267,0.10685,0.00209985,0.26895,0.572,147.5365,4.0,150067.5,68.0,2
Saaheal,0.502,0.36050000000000004,2.0,-9.882,0.5,0.1328,0.9115,2.46e-06,0.12595,0.401,170.123,3.0,206867.5,76.5,2
SNXP,0.5295000000000001,0.9704999999999999,3.0,0.1895,0.5,0.193,0.446,0.0155,0.203,0.3475,112.56049999999999,4.0,100901.5,46.5,2
SUNJI,0.7344999999999999,0.858,2.0,-1.9975,0.5,0.07715,0.23472,0.025201035,0.1863,0.9195,93.9645,4.0,81317.0,67.5,2
DJ ALEX,0.638,0.9255,8.0,-1.8305,0.0,0.12915,0.012549999999999999,0.0338,0.5195,0.4325,130.0775,4.0,96923.0,67.5,2
DJ CEREJASS,0.794,0.673,2.5,-2.023,0.5,0.188,0.531,0.34085,0.12,0.4615,143.005,3.5,98611.0,60.5,2
Salil Chowdhury,0.4395,0.5225,2.5,-6.939,1.0,0.035750000000000004,0.856,3.1e-06,0.322,0.5045,94.743,4.0,273299.5,63.0,2
Sai Smriti,0.764,0.649,6.5,-7.3919999999999995,0.5,0.1076,0.345,0.00056,0.136,0.6970000000000001,109.018,4.0,211755.0,72.5,2
Prateeksha Srivastava,0.6679999999999999,0.6975,4.0,-6.1145,0.0,0.053099999999999994,0.16649999999999998,0.0,0.159,0.7065,130.394,3.5,161238.0,35.5,2
Papon,0.3415,0.5489999999999999,6.0,-7.0885,1.0,0.04315,0.384425,0.0078,0.2905,0.18595,123.175,4.0,313632.0,30.5,2
Osho Jain,0.577,0.378,4.0,-10.5765,1.0,0.045649999999999996,0.7915000000000001,2.605e-06,0.10025,0.391,131.1185,4.0,198347.5,54.0,2
Obviousgod,0.631,0.9075,8.5,-2.1625,0.0,0.0376,0.000187,0.11025,0.09645000000000001,0.46799999999999997,125.71199999999999,4.0,109389.0,62.0,2
Noori,0.4315,0.5135000000000001,1.0,-8.213000000000001,1.0,0.032600000000000004,0.231,3.165e-05,0.14085,0.1885,136.1855,4.0,488593.0,44.5,2
Nucleya,0.624,0.654,3.0,-8.805499999999999,0.5,0.0589,0.2385165,0.3525,0.49550000000000005,0.397,123.018,4.0,262280.5,40.0,2
Dyan Dxddy,0.7985,0.914,8.0,-3.533,0.0,0.10089999999999999,0.3155,0.37508,0.08885,0.574,134.4795,4.0,108122.5,62.5,2
MC Xangai,0.7324999999999999,0.9855,8.5,-0.6034999999999999,1.0,0.1385,0.191,2.075e-05,0.1795,0.646,122.958,4.0,88274.5,69.0,2
MIDNIGHT,0.552,0.9410000000000001,7.5,-2.964,0.5,0.132,0.0414785,6.5e-06,0.319,0.6425000000000001,130.0325,4.0,95192.0,51.5,2
MC K3,0.6944999999999999,0.869,9.0,-3.37,1.0,0.09365,0.134,0.11299100000000001,0.5965,0.36850000000000005,109.5385,4.0,104507.0,70.0,2
MC PR,0.604,0.9470000000000001,7.0,-0.5695,0.5,0.04745,0.013649999999999999,0.43900695,0.3695,0.19699999999999998,123.0315,4.0,98231.0,72.5,2
Laxmikant–Pyarelal,0.6964999999999999,0.4295,8.0,-8.9955,0.5,0.02895,0.402,6.1e-07,0.269,0.42600000000000005,98.9535,4.0,259134.5,55.0,2
Maati Baani,0.5455000000000001,0.5865,3.5,-8.595500000000001,0.5,0.09094999999999999,0.47150000000000003,0.012407699999999999,0.104,0.6445,147.469,4.0,354611.0,14.0,2
Gaurav Chati,0.7190000000000001,0.6025,9.0,-6.736000000000001,1.0,0.0477,0.478,1.0209999999999999e-05,0.1455,0.6005,115.98349999999999,4.0,190432.0,8.0,2
Flame Runner,0.587,0.7505,7.5,-4.420999999999999,0.0,0.0483,0.11649999999999999,0.50725,0.1765,0.135,126.34100000000001,4.0,110648.5,67.0,2
Mc Jajá,0.577,0.928,5.0,-4.9365000000000006,0.0,0.0503,0.00465,0.029949999999999997,0.233,0.579,124.8295,4.0,93193.5,74.5,2
Maki Otsuki,0.5055000000000001,0.6659999999999999,2.0,-4.957,1.0,0.0336,0.203,0.0271689,0.33099999999999996,0.46950000000000003,135.418,4.0,242793.0,57.0,2
KVRXD,0.623,0.9655,6.0,-1.484,1.0,0.0335,0.08810000000000001,0.472601,0.17149999999999999,0.488,118.391,4.0,80176.5,66.0,2
Lisa Mishra,0.5285,0.4535,5.5,-8.841000000000001,1.0,0.03515,0.6405000000000001,0.0004155,0.251,0.4115,109.85650000000001,4.0,191281.0,48.0,2
Khan Saab,0.732,0.896,9.0,-5.8705,1.0,0.07705,0.0538,0.172,0.07375,0.7225,106.47,4.0,271084.5,61.0,2
Khim,0.905,0.49550000000000005,5.5,-9.988,0.5,0.4285,0.00199,7e-06,0.09885,0.6100000000000001,161.809,4.0,93684.0,71.0,2
Bharat Kamal,0.4745,0.341,3.0,-12.5475,1.0,0.03105,0.846,0.229,0.195,0.254,98.02250000000001,1.0,351871.5,57.5,2
Bharath,0.502,0.36050000000000004,2.0,-9.882,0.5,0.1328,0.9115,2.46e-06,0.12595,0.401,170.123,3.0,206867.5,76.5,2
Atif Aslam,0.619,0.6605000000000001,4.0,-7.5120000000000005,1.0,0.0473,0.37649999999999995,0.015350685000000001,0.2395,0.758,124.0565,4.0,207453.0,70.5,2
Avenxir,0.7755000000000001,0.8089999999999999,0.5,-3.4074999999999998,0.5,0.061149999999999996,0.028919999999999998,0.03815,0.3135,0.9065,138.10899999999998,4.0,77756.5,74.0,2
Ayaan Ali Bangash,0.547,0.5305,4.5,-7.8255,0.5,0.18875,0.35350000000000004,0.0042749,0.092,0.512,101.792,4.0,258690.5,17.5,2
Ashu Shukla,0.595,0.3715,2.5,-9.903,0.5,0.029199999999999997,0.426,0.0001205,0.09905,0.639,107.3295,4.0,202881.5,45.5,2
Shellee,0.804,0.6445000000000001,7.5,-7.9595,0.5,0.11979999999999999,0.47250000000000003,0.0018549999999999999,0.31195,0.7295,115.012,4.0,207792.0,7.5,2
Shafqat Amanat Ali,0.45999999999999996,0.648,8.0,-6.9655,1.0,0.0677,0.7130000000000001,0.00017,0.11,0.6265000000000001,125.0655,4.0,356986.0,52.5,2
Shankar-Ehsaan-Loy,0.278,0.7705,1.0,-6.128,1.0,0.06965,0.21915,8.65e-07,0.1881,0.323,111.547,3.5,244698.5,42.0,2
Banjaare,0.769,0.533,3.0,-8.4175,0.5,0.0508,0.2647,0.000129545,0.20900000000000002,0.7284999999999999,126.93,4.0,144902.0,73.5,2
Sxilwix,0.6665000000000001,0.8885000000000001,6.0,-2.5214999999999996,0.0,0.04625,0.185,0.0003112,0.21649999999999997,0.6445,122.92949999999999,4.0,121469.0,69.0,2
Sukanya Chattopadhyay,0.7775,0.2895,11.0,-11.6465,0.5,0.325,0.5695,4.3e-06,0.464,0.887,145.9445,4.0,136017.0,0.0,2
Suzonn,0.625,0.338,2.0,-11.697,1.0,0.037000000000000005,0.5565,0.004055550000000001,0.3615,0.7115,85.34049999999999,4.0,206352.0,48.5,2
Subodh KC,0.5655,0.2235,9.0,-16.2395,1.0,0.0393,0.5954999999999999,0.0016355999999999999,0.1708,0.33099999999999996,106.5495,4.0,202879.5,51.0,2
Sona Mohapatra,0.4605,0.656,7.5,-5.26,0.0,0.0374,0.42100000000000004,0.0,0.10414999999999999,0.355,93.59700000000001,3.5,219490.5,20.5,2
Maan Panu,0.5840000000000001,0.497,1.0,-9.8465,1.0,0.05035,0.7935,0.00491585,0.11135,0.45999999999999996,81.8245,4.0,164564.0,73.0,2
Mohit Lalwani,0.4745,0.341,3.0,-12.5475,1.0,0.03105,0.846,0.229,0.195,0.254,98.02250000000001,1.0,351871.5,57.5,2
Mc Jhey,0.6845,0.9764999999999999,4.0,-2.674,1.0,0.045,0.03205,7.95e-07,0.1835,0.3405,122.977,4.0,110151.0,70.5,2
Mc Luizinho,0.597,0.5485,8.0,-9.282499999999999,0.5,0.05785,0.3305,0.507,0.3825,0.46399999999999997,117.805,4.5,99227.5,71.0,2
Matra!,0.5435,0.753,5.0,-2.5665,1.0,0.03815,0.478,1.105e-06,0.31599999999999995,0.372,96.297,4.0,120264.0,71.5,2
ANDROMEDA,0.664,0.8734999999999999,9.0,-2.9445,1.0,0.0337,0.0011325,0.827,0.0995,0.5925,113.48,4.0,77980.0,71.5,2
0ketaminxe,0.6295,0.854,6.5,-0.92,1.0,0.06965,0.3215,0.41750491,0.22699999999999998,0.44199999999999995,152.608,4.0,133957.0,58.0,2
2KE,0.7215,0.8534999999999999,4.0,-2.9120000000000004,1.0,0.11299999999999999,0.0861,0.49265000000000003,0.159,0.7705,131.6205,4.0,80353.0,68.0,2
qaraqshy,0.824,0.9644999999999999,4.0,2.124,0.0,0.0573,0.1595,0.0006695,0.27049999999999996,0.8825000000000001,120.0915,4.0,115199.5,71.5,2
Abhay Nayampally,0.46,0.3196,2.5,-14.386500000000002,0.5,0.08789999999999999,0.7484999999999999,0.46740000000000004,0.11499999999999999,0.534,101.417,3.5,366611.0,4.5,2
Abhijeet Srivastava,0.6365000000000001,0.5860000000000001,3.0,-6.647500000000001,0.5,0.056499999999999995,0.2835,2.32e-05,0.127,0.5735,139.8985,3.5,164410.5,49.5,2
Abida Parveen,0.482,0.5800000000000001,4.0,-7.027,0.5,0.042550000000000004,0.3745,0.000207,0.10544999999999999,0.2237,104.3745,4.0,464923.0,51.0,2
Achint,0.614,0.436,3.0,-8.026,1.0,0.03,0.5365,7.4e-05,0.22905,0.5595,102.37700000000001,4.0,235739.5,54.5,2
Abhay Jodhpurkar,0.7404999999999999,0.5445,3.0,-5.3055,0.5,0.04455,0.3185,2.32e-05,0.14850000000000002,0.6134999999999999,134.00900000000001,3.5,193035.5,30.0,2
zxnc,0.852,0.841,4.5,-1.5055,0.5,0.1525,0.2575,0.0120108,0.28049999999999997,0.8065,102.5665,4.0,97856.5,33.0,2
ΣP,0.79,0.8375,7.5,-1.94,0.5,0.0329,0.276,0.08500153,0.0578,0.5385,122.27349999999998,4.0,89138.5,73.5,2
shonci,0.869,0.8895,6.0,-1.437,0.0,0.1623,0.21650000000000003,0.000432,0.3275,0.852,161.471,4.0,99827.5,72.5,2
Vivek,0.56,0.4235,5.5,-7.1625,0.0,0.03285,0.8165,1.309e-05,0.11765,0.498,113.55349999999999,3.5,226142.5,65.0,2
Alan Walker,0.644,0.9385,7.0,-4.650499999999999,0.0,0.0575,0.21215,0.029068999999999998,0.3365,0.4535,133.03300000000002,4.0,170784.5,53.5,2
isq,0.743,0.924,11.0,-0.40549999999999997,0.0,0.11925,0.001595,0.9095,0.10085,0.3762,102.612,4.0,118072.0,70.5,2
gini,0.4925,0.4185,0.0,-8.355,0.5,0.06965,0.39549999999999996,1.6535e-05,0.3845,0.5700000000000001,143.3175,3.5,294986.5,53.5,2
Akano,0.5814999999999999,0.759,6.5,-4.4355,0.5,0.04425,0.0483,0.0,0.27749999999999997,0.4255,143.563,4.0,98104.5,44.0,2
Adesh Krishna,0.5035000000000001,0.49750000000000005,6.0,-7.5875,1.0,0.032799999999999996,0.6015,2.6e-05,0.122,0.347,87.0125,4.0,274083.5,66.0,2
mc pl alves,0.732,0.883,6.5,-1.505,1.0,0.0623,0.3053,0.876,0.2295,0.477,154.10899999999998,4.0,131433.0,67.0,2
こはならむ,0.7064999999999999,0.615,9.0,-4.761,1.0,0.04295,0.398,0.0,0.1545,0.614,122.9935,4.0,199500.0,44.5,2
2hollis,0.6585000000000001,0.9325,3.5,-2.6334999999999997,0.5,0.0507,0.04535,0.0011719200000000001,0.1249,0.5680000000000001,126.98349999999999,4.0,151173.5,74.5,2
ロジャー海賊団,0.628,0.548,3.0,-11.384,1.0,0.0338,0.717,6.68e-05,0.172,0.777,111.993,4.0,199233.0,57.0,1
1HXSX,0.56,0.933,11.0,-2.14,0.0,0.0463,0.00348,0.651,0.341,0.344,122.661,4.0,121846.0,76.0,1
1nonly,0.783,0.89,1.0,-5.995,1.0,0.2,0.185,0.00417,0.0969,0.437,127.996,4.0,150674.0,69.0,1
6YNTHMANE,0.807,0.764,9.0,-5.205,0.0,0.103,0.404,1.31e-05,0.146,0.443,100.069,4.0,77206.0,69.0,1
808iuli,0.531,0.991,1.0,1.047,1.0,0.102,0.118,0.926,0.156,0.961,145.054,4.0,79452.0,68.0,1
A Touch Of Class,0.733,0.859,9.0,-5.03,0.0,0.033,0.479,0.0645,0.105,0.52,124.948,4.0,147840.0,49.0,1
AKXNESHIVA,0.79,0.732,1.0,-5.518,0.0,0.057,0.0554,0.0259,0.343,0.945,178.206,4.0,80879.0,75.0,1
AR Paisley,0.528,0.898,1.0,-5.081,0.0,0.191,0.004,0.0,0.486,0.352,192.14,4.0,142500.0,54.0,1
Aabha Hanjura,0.423,0.451,10.0,-9.525,1.0,0.0352,0.792,0.000355,0.109,0.143,73.57,4.0,268969.0,0.0,1
Aabhas Joshi,0.548,0.369,3.0,-11.826,1.0,0.0483,0.809,0.00102,0.122,0.816,155.999,4.0,210000.0,3.0,1
Aamir Mir,0.637,0.62,6.0,-6.957,1.0,0.236,0.461,0.0105,0.0968,0.824,189.055,3.0,208650.0,0.0,1
Aanchal Tyagi,0.775,0.527,2.0,-6.342,0.0,0.0356,0.44,3.54e-06,0.114,0.615,104.964,4.0,162285.0,42.0,1
Aarya Ambekar,0.591,0.452,1.0,-11.248,0.0,0.0383,0.867,0.0194,0.0831,0.18,140.077,4.0,301714.0,19.0,1
Aasa Singh,0.443,0.396,7.0,-11.071,1.0,0.037,0.891,0.0,0.0926,0.488,89.114,4.0,120000.0,65.0,1
Abdullah Kasumbi,0.577,0.428,0.0,-9.066,1.0,0.0302,0.467,2.61e-05,0.272,0.401,104.938,4.0,198857.0,47.0,1
Abdullah Siddiqui,0.542,0.256,0.0,-13.598,0.0,0.0484,0.854,0.0,0.0758,0.517,149.537,4.0,277600.0,1.0,1
Abhigya Ghimire,0.475,0.44,3.0,-10.042,1.0,0.043,0.853,3.14e-06,0.152,0.332,167.947,3.0,351298.0,52.0,1
Aditya Gadhvi,0.401,0.683,9.0,-7.112,1.0,0.0416,0.0202,0.0,0.174,0.135,89.881,4.0,265124.0,32.0,1
Aditya Sharma,0.59,0.859,6.0,-1.04,1.0,0.0288,0.00159,0.142,0.217,0.795,123.041,4.0,112682.0,54.0,1
Afsana Khan,0.869,0.868,5.0,-4.407,0.0,0.0883,0.00592,0.00244,0.296,0.551,132.008,4.0,200159.0,66.0,1
Ahen,0.678,0.725,7.0,-6.851,1.0,0.0855,0.36,0.0,0.341,0.291,103.963,4.0,274615.0,33.0,1
Ai Higuchi,0.567,0.663,6.0,-6.402,0.0,0.0503,0.223,0.0,0.129,0.187,89.961,4.0,229960.0,64.0,1
Aimer,0.367,0.896,11.0,-4.002,1.0,0.091,0.000627,0.0,0.207,0.38,170.863,4.0,184898.0,70.0,1
Aishwarya Majmudar,0.611,0.607,1.0,-5.6,0.0,0.0296,0.556,0.0,0.553,0.451,88.971,4.0,224195.0,49.0,1
Akanksha Grover,0.547,0.513,2.0,-12.074,1.0,0.0299,0.591,0.528,0.0562,0.0748,127.953,4.0,294866.0,18.0,1
Zeeshan Ali,0.651,0.458,10.0,-5.74,0.0,0.187,0.611,0.0,0.097,0.916,169.913,3.0,207102.0,80.0,1
Zenith,0.498,0.259,6.0,-11.302,1.0,0.0363,0.706,9.99e-06,0.107,0.248,109.362,4.0,126674.0,15.0,1
Zhanbxqq,0.68,0.847,2.0,-0.264,1.0,0.0419,0.205,0.00812,0.414,0.516,103.155,4.0,100235.0,73.0,1
Zoha Waseem,0.787,0.488,4.0,-8.537,0.0,0.308,0.716,9.13e-06,0.144,0.368,89.999,4.0,145333.0,82.0,1
Zubaan Music,0.664,0.339,2.0,-15.483,1.0,0.0613,0.751,7.82e-06,0.0713,0.633,150.006,4.0,307500.0,5.0,1
artemis orion,0.543,0.846,11.0,-4.283,1.0,0.0338,0.00137,0.00642,0.165,0.186,73.514,4.0,199183.0,44.0,1
Aditya Balani,0.261,0.191,0.0,-15.652,1.0,0.0293,0.0809,0.0457,0.0912,0.107,84.967,4.0,350294.0,17.0,1
Aditya Bhardwaj,0.571,0.814,6.0,-7.515,1.0,0.121,0.0433,8.73e-05,0.0762,0.461,168.064,4.0,174285.0,68.0,1
ZETREX,0.576,0.997,8.0,-2.167,1.0,0.105,0.000957,1.3e-05,0.246,0.64,129.971,4.0,84923.0,56.0,1
